F-ZLFFLUG,F-ZLFPAX,F-ZLFFRACHT,F-ZLFPOST,F-ZLFPAXEND,Jahr,Monat
0.5174352289392211,0.18646370208203178,0.2657691085770067,0.18626997777037546,0.0,0.0,0.0
0.5194720547498778,0.19166833991543272,0.28402147579535875,0.310423620505639,0.19454348987624867,0.0,0.0
0.0,0.003906275301140616,0.010668607179305142,0.01262737846785542,0.0,0.0,0.0
0.02892292651132475,0.01207271065711276,0.03287592847317744,5.778342771293193e-05,0.0,0.0,0.0
0.028189669219488348,0.012344748521014925,0.029273958379553624,5.183513368365953e-05,0.012529927790800111,0.0,0.0
0.0,0.0013554787071488842,0.009684838265962638,0.0004010849688309393,0.0,0.0,0.0
0.03780348704578784,0.008177034233786514,0.0047055774947863515,0.00016825174539941945,0.0,0.0,0.0
0.036418445494541304,0.008436117913693338,0.003183529307361228,0.0,0.008562665178096503,0.0,0.0
0.0,0.0001672267388489501,1.7748591205573058e-06,0.0,0.0,0.0,0.0
0.004073651621313346,0.0014744216692879261,0.0,0.0,0.0,0.0,0.0
0.005214274075281082,0.0014255490660327753,0.0,0.0,0.001446933230695305,0.0,0.0
0.0,0.0003668389376862532,0.0,0.0,0.0,0.0,0.0
0.03584813426755744,0.007554055748919651,0.0023306030083862094,0.008223941373614048,0.0,0.0,0.0
0.03633697246211504,0.008486756996584218,0.001214003638461197,0.007483803645114581,0.008614063880219508,0.0,0.0
0.0,9.597872687457347e-05,0.0,0.0,0.0,0.0,0.0
0.01710933680951605,0.012377133981003279,1.0649154723343835e-05,0.0,0.0,0.0,0.0
0.01686491771223725,0.010958650833513417,0.0,0.0,0.01112303773501459,0.0,0.0
0.0,0.00011364352323185693,0.0,0.0,0.0,0.0,0.0
0.020205312041714194,0.003355133654793372,0.0003501442073035453,0.0,0.0,0.0,0.0
0.020449731138992993,0.003838560248437696,0.00023243555042818477,0.0,0.0038961411527892163,0.0,0.0
0.001710933680951605,0.00040982327548897627,0.0,0.0,0.0,0.0,0.0
0.0014665145836728042,0.0002779261293545931,0.0,0.0,0.00028209520234951833,0.0,0.0
0.0,0.00029971271152857607,0.0,0.0,0.0,0.0,0.0
0.04024767801857585,0.006350494290443404,0.0036559258108887606,0.00341432077280236,0.0,0.0,0.0
0.04008473195372332,0.006732053891760727,0.001908541509517682,0.0,0.006833039085724668,0.0,0.0
0.0,0.0008190577244327098,7.099436482229223e-06,0.0,0.0,0.0,0.0
0.007658465048069089,0.0027521752724647634,0.004422167990415761,0.0,0.0,0.0,0.0
0.007984357177774157,0.0025248882260010493,0.0032234281403913565,0.0,0.0025627631942261326,0.0,0.0
0.0,0.0006441762404956036,0.0,0.0,0.0,0.0,0.0
0.054342512628320024,0.012166334077806361,0.0019145760305275769,0.005028007967314974,0.0,0.0,0.0
0.053935147466188695,0.013970498612430247,0.0019150019967165107,0.00511298359630458,0.01418006519267939,0.0,0.0
0.0,0.0012241703875597437,5.899631716732484e-05,0.0005353464626345164,0.0,0.0,0.0
0.019146162620172723,0.017469305944262856,0.0,0.0,0.0,0.0,0.0
0.019553527782304056,0.014702998834712266,0.0,0.0,0.014923553395481935,0.0,0.0
0.0,0.0015868875394292976,2.4280072769223943e-05,0.0,0.0,0.0,0.0
0.520449731138993,0.20043302304137153,0.2897515729688956,0.18679002861979185,0.0,0.0,0.09090909090909091
0.5202053120417142,0.19974645128961846,0.32512849092603274,0.30766446183234647,0.20274277818352204,0.0,0.09090909090909091
0.0,0.003583598354347571,0.02156993388649776,0.013698071393124452,0.0,0.0,0.09090909090909091
0.028841453478898483,0.013744389219057018,0.0047104761059590895,0.00020819029102453417,0.0,0.0,0.09090909090909091
0.029167345608603554,0.014562858116944485,0.0034345653813728535,8.497562898960578e-07,0.014781310475653151,0.0,0.09090909090909091
0.0,0.0017464595331900914,0.0016781647956693438,0.0007137952835126885,0.0,0.0,0.09090909090909091
0.03788496007821411,0.009846946316095043,0.005646820783600302,0.0002676732313172582,0.0,0.0,0.09090909090909091
0.037559067948509044,0.009994152952405739,0.004408750055464348,0.0,0.010144071757369439,0.0,0.09090909090909091
0.0,0.00012836418686292648,0.0,0.0,0.0,0.0,0.09090909090909091
0.00448101678344468,0.0022952458733563642,6.176509739539424e-06,0.0,0.0,0.0,0.09090909090909091
0.00472543588072348,0.002461294959114829,7.525402671162977e-05,0.0,0.00249821598690887,0.0,0.09090909090909091
0.0,0.0004598735318346128,0.0,0.0,0.0,0.0,0.09090909090909091
0.034951930910868505,0.008501477660215287,0.002694733105559746,0.009153574754760335,0.0,0.0,0.09090909090909091
0.035196350008147304,0.008456138016231593,0.001608519323778675,0.005497923195627494,0.0085829855952149,0.0,0.09090909090909091
0.0,5.358321561709316e-05,0.0,0.0,0.0,0.0,0.09090909090909091
0.016294606485253382,0.012221683773059183,0.0,0.0,0.0,0.0,0.09090909090909091
0.015887241323122046,0.012412463573717844,0.0,0.00019969272812557357,0.012598658613406455,0.0,0.09090909090909091
0.0,0.00015486138139885166,0.0,0.0,0.0,0.0,0.09090909090909091
0.02183477269023953,0.004122374643244717,0.000408856547011581,0.0,0.0,0.0,0.09090909090909091
0.0221606648199446,0.0041671254606831685,0.00015476771531259707,0.0,0.00422963505726174,0.0,0.09090909090909091
0.001710933680951605,0.00047930480782762457,0.0,0.0,0.0,0.0,0.09090909090909091
0.0013850415512465374,0.0005635070037973424,0.0,0.0,0.0005719599759501886,0.0,0.09090909090909091
0.0,0.000353884753690912,0.0004633802191951014,0.0,0.0,0.0,0.09090909090909091
0.039921785888870784,0.007780165142292879,0.004390788481164308,0.004100923855038375,0.0,0.0,0.09090909090909091
0.04049209711585465,0.007774865703385694,0.0016016328703909127,0.00016485272023983522,0.007891493753862373,0.0,0.09090909090909091
0.0,0.0007554644575464894,1.6399698273949506e-05,6.968001577147675e-05,0.0,0.0,0.09090909090909091
0.009858236923578295,0.0036772217750411736,0.005147304432710654,0.0,0.0,0.0,0.09090909090909091
0.009287925696594427,0.0038055859619041,0.0032108621378178106,0.0,0.0038626722304765616,0.0,0.09090909090909091
0.0,0.000877940378956988,0.0,0.0,0.0,0.0,0.09090909090909091
0.05483135082287763,0.013949889683346749,0.0015962372986644184,0.005781741796452777,0.0,0.0,0.09090909090909091
0.054342512628320024,0.013730257381971192,0.0019603673958379555,0.005090889932767282,0.013936220187258621,0.0,0.09090909090909091
0.0,0.0014938529452809379,0.00042454630163730756,0.00031695909613122956,0.0,0.0,0.09090909090909091
0.021101515398403128,0.020216181777820436,0.0,0.0,0.0,0.0,0.09090909090909091
0.02159035359296073,0.020095472336045663,1.725163065181701e-05,0.0,0.020396917512255003,0.0,0.09090909090909091
0.0,0.0016646126434013448,0.0,0.0,0.0,0.0,0.09090909090909091
0.574792243767313,0.2431594548172783,0.3364983094466877,0.20178907689274717,0.0,0.0,0.18181818181818182
0.5755255010591495,0.2401399522932733,0.37876700536894886,0.3257447264124649,0.24374220801652408,0.0,0.18181818181818182
0.0,0.004327286280989205,0.014193477392731952,0.012008755888811088,0.0,0.0,0.18181818181818182
0.03315952419749063,0.015287114767593106,0.04070483205395572,0.0,0.0,0.0,0.18181818181818182
0.03234479387322796,0.016447103061721386,0.030144349292274927,0.0,0.016693820322090564,0.0,0.18181818181818182
0.0,0.0016039635092413383,0.0018044637706882017,8.497562898960578e-07,0.0,0.0,0.18181818181818182
0.04358807234805279,0.01057414709946988,0.005068642676487553,0.00030336299549289265,0.0,0.0,0.18181818181818182
0.04342512628320026,0.010432239902066369,0.0040003194746417005,0.0,0.010588730296666137,0.0,0.18181818181818182
0.0,0.00011953178868428476,0.0,0.0,0.0,0.0,0.18181818181818182
0.003992178588887079,0.0019337063745772961,1.7748591205573057e-05,0.0,0.0,0.0,0.18181818181818182
0.004073651621313346,0.0020779688781617776,0.0001526378843679283,0.0,0.002109139765024259,0.0,0.18181818181818182
0.0,0.000491670165277723,0.0,0.0,0.0,0.0,0.18181818181818182
0.04057357014828092,0.009112090787632051,0.0025704219727559125,0.007866193975567808,0.0,0.0,0.18181818181818182
0.04024767801857585,0.009578441411464335,0.001842232772773661,0.006280548738621763,0.009722124272499183,0.0,0.18181818181818182
0.0,1.7075969812040677e-05,0.0,0.0,0.0,0.0,0.18181818181818182
0.01393188854489164,0.008953107620416501,0.0,0.0,0.0,0.0,0.18181818181818182
0.014094834609744174,0.011006934610223324,0.0,0.0,0.011172045799829548,0.0,0.18181818181818182
0.0,0.00013189714613438317,0.0,0.0,0.0,0.0,0.18181818181818182
0.023871598500896204,0.004473904090754658,0.00036519501264587124,0.0,0.0,0.0,0.18181818181818182
0.024034544565748737,0.004470371131483201,0.00018650219638816168,0.0,0.004537429610672761,0.0,0.18181818181818182
0.0010591494215414698,0.00028263674171653537,0.0,0.0,0.0,0.0,0.18181818181818182
0.0008962033566889359,0.00037154955004819546,0.0,0.0,0.00037712303534437726,0.0,0.18181818181818182
