C-ZLFMONAT-0,C-ZLFE32-0,C-ZLFART-0,C-ZLFR63-0,F-ZLFFLUG,F-ZLFPAX,F-ZLFFRACHT,F-ZLFPOST,F-ZLFPAXEND,Jahr,Monat
200611,LNZ,2,3,0,696,0,0,0,2006,11
200611,SZG,1,1,571,44779,9238,220,0,2006,11
200611,SZG,1,2,569,42723,8313,0,42723,2006,11
200611,SZG,1,3,0,49,0,0,0,2006,11
200611,SZG,2,1,46,3733,0,0,0,2006,11
200611,SZG,2,2,48,2666,0,0,2666,2006,11
200611,SZG,2,3,0,869,0,0,0,2006,11
200612,VIE,1,1,8843,601417,8187818,435419,0,2006,12
200612,VIE,1,2,8773,608963,5631272,883010,608963,2006,12
200612,VIE,1,3,0,907,2015134,80,0,2006,12
200612,VIE,2,1,327,15864,701191,445,0,2006,12
200612,VIE,2,2,367,15641,790515,0,15641,2006,12
200612,VIE,2,3,0,343,37328,0,0,2006,12
200612,GRZ,1,1,486,23597,44797,0,0,2006,12
200612,GRZ,1,2,488,21958,10223,0,21958,2006,12
200612,GRZ,2,1,47,2620,1306,0,0,2006,12
200612,GRZ,2,2,49,2742,2419,0,2742,2006,12
200612,GRZ,2,3,0,904,0,0,0,2006,12
200612,INN,1,1,391,20870,21487,0,0,2006,12
200612,INN,1,2,393,16618,17827,0,16618,2006,12
200612,INN,1,3,0,362,0,0,0,2006,12
200612,INN,2,1,121,13552,0,0,0,2006,12
200612,INN,2,2,117,7142,0,0,7142,2006,12
200612,KLU,1,1,285,17790,2439,0,0,2006,12
200612,KLU,1,2,286,15356,1995,0,15356,2006,12
200612,KLU,2,1,9,21,0,0,0,2006,12
200612,KLU,2,2,10,20,0,0,20,2006,12
200612,LNZ,1,1,357,14405,22917,6073,0,2006,12
200612,LNZ,1,2,354,12976,7424,2,12976,2006,12
200612,LNZ,1,3,0,1475,20,0,0,2006,12
200612,LNZ,2,1,43,2672,350,0,0,2006,12
200612,LNZ,2,2,47,2832,0,0,2832,2006,12
200612,LNZ,2,3,0,458,0,0,0,2006,12
200612,SZG,1,1,708,66574,8969,28,0,2006,12
200612,SZG,1,2,710,55835,5108,0,55835,2006,12
200612,SZG,1,3,0,185,0,0,0,2006,12
200612,SZG,2,1,192,25171,3240,0,0,2006,12
200612,SZG,2,2,190,15779,5500,0,15779,2006,12
200612,SZG,2,3,0,805,0,0,0,2006,12
200701,VIE,1,1,9062,551538,7395824,546295,0,2007,1
200701,VIE,1,2,9060,570096,4875941,626443,570096,2007,1
200701,VIE,1,3,0,1171,1822998,709,0,2007,1
200701,VIE,2,1,289,11045,696361,253,0,2007,1
200701,VIE,2,2,318,11475,726295,0,11475,2007,1
200701,VIE,2,3,0,2115,105355,0,0,2007,1
200701,GRZ,1,1,528,20987,44697,0,0,2007,1
200701,GRZ,1,2,520,22948,11098,0,22948,2007,1
200701,GRZ,1,3,0,8,0,0,0,2007,1
200701,GRZ,2,1,40,2620,1301,0,0,2007,1
200701,GRZ,2,2,45,2611,180,0,2611,2007,1
200701,GRZ,2,3,0,505,0,0,0,2007,1
200701,INN,1,1,470,23560,18270,0,0,2007,1
200701,INN,1,2,481,26095,20252,0,26095,2007,1
200701,INN,1,3,0,401,0,0,0,2007,1
200701,INN,2,1,254,27672,450,0,0,2007,1
200701,INN,2,2,244,25897,750,0,25897,2007,1
200701,KLU,1,1,311,16966,1756,0,0,2007,1
200701,KLU,1,2,310,18831,2412,0,18831,2007,1
200701,KLU,2,1,11,81,0,0,0,2007,1
200701,KLU,2,2,10,64,0,0,64,2007,1
200701,LNZ,1,1,381,14476,30956,5661,0,2007,1
200701,LNZ,1,2,375,14776,10153,66,14776,2007,1
200701,LNZ,1,3,0,1828,95,0,0,2007,1
200701,LNZ,2,1,41,2968,0,0,0,2007,1
200701,LNZ,2,2,44,3091,0,110,3091,2007,1
200701,LNZ,2,3,0,447,0,0,0,2007,1
200701,SZG,1,1,798,60503,9777,169,0,2007,1
200701,SZG,1,2,786,67871,6778,0,67871,2007,1
200701,SZG,1,3,0,89,0,0,0,2007,1
200701,SZG,2,1,416,47284,0,0,0,2007,1
200701,SZG,2,2,428,47630,356,0,47630,2007,1
200701,SZG,2,3,0,971,0,0,0,2007,1
200702,VIE,1,1,8533,554580,7585861,499844,0,2007,2
200702,VIE,1,2,8502,555513,5044060,543848,555513,2007,2
200702,VIE,1,3,0,713,1512936,47,0,2007,2
200702,VIE,2,1,252,8908,636879,738,0,2007,2
200702,VIE,2,2,287,9675,818750,337,9675,2007,2
200702,VIE,2,3,0,1011,57963,0,0,2007,2
200702,GRZ,1,1,525,22653,44096,0,0,2007,2
200702,GRZ,1,2,525,23007,10695,0,23007,2007,2
200702,GRZ,2,1,45,3216,1212,0,0,2007,2
200702,GRZ,2,2,45,3453,0,0,3453,2007,2
200702,GRZ,2,3,0,530,0,0,0,2007,2
200702,INN,1,1,466,26180,18172,0,0,2007,2
200702,INN,1,2,472,26057,20506,0,26057,2007,2
200702,INN,1,3,0,450,0,0,0,2007,2
200702,INN,2,1,228,28898,0,0,0,2007,2
200702,INN,2,2,221,28304,0,0,28304,2007,2
200702,KLU,1,1,307,18809,1158,0,0,2007,2
200702,KLU,1,2,307,18086,2255,0,18086,2007,2
200702,KLU,2,1,10,186,0,0,0,2007,2
200702,KLU,2,2,11,204,0,0,204,2007,2
200702,LNZ,1,1,381,15468,22476,5904,0,2007,2
200702,LNZ,1,2,382,15181,13122,27,15181,2007,2
200702,LNZ,1,3,0,1678,258,0,0,2007,2
200702,LNZ,2,1,33,2963,25,0,0,2007,2
200702,LNZ,2,2,34,3129,0,0,3129,2007,2
200702,LNZ,2,3,0,110,0,0,0,2007,2
200702,SZG,1,1,757,68143,9414,1,0,2007,2
200702,SZG,1,2,754,67917,7682,0,67917,2007,2
200702,SZG,1,3,0,120,0,0,0,2007,2
200702,SZG,2,1,356,48607,0,0,0,2007,2
200702,SZG,2,2,359,48079,0,0,48079,2007,2
200702,SZG,2,3,0,1096,0,0,0,2007,2
200703,VIE,1,1,9804,693854,9255777,499048,0,2007,3
200703,VIE,1,2,9749,690654,6317466,614549,690654,2007,3
200703,VIE,1,3,0,1178,2092382,49,0,2007,3
200703,VIE,2,1,277,11787,757382,465,0,2007,3
200703,VIE,2,2,320,13726,779345,0,13726,2007,3
200703,VIE,2,3,0,652,10510,0,0,2007,3
200703,GRZ,1,1,590,27614,39399,0,0,2007,3
200703,GRZ,1,2,592,27516,15428,0,27516,2007,3
200703,GRZ,1,3,0,65,0,0,0,2007,3
200703,GRZ,2,1,66,5171,0,0,0,2007,3
200703,GRZ,2,2,66,5366,0,0,5366,2007,3
200703,GRZ,2,3,0,810,0,0,0,2007,3
200703,INN,1,1,479,25459,20739,0,0,2007,3
200703,INN,1,2,479,26817,30396,0,26817,2007,3
200703,INN,1,3,0,445,0,0,0,2007,3
200703,INN,2,1,243,25710,0,0,0,2007,3
200703,INN,2,2,241,29767,0,0,29767,2007,3
200703,INN,2,3,0,170,0,0,0,2007,3
200703,KLU,1,1,340,19958,755,0,0,2007,3
200703,KLU,1,2,338,20930,1552,0,20930,2007,3
200703,KLU,2,1,24,544,0,0,0,2007,3
200703,KLU,2,2,26,680,0,0,680,2007,3
200703,KLU,2,3,0,153,0,0,0,2007,3
200703,LNZ,1,1,431,17377,16487,6057,0,2007,3
200703,LNZ,1,2,427,18116,9466,107,18116,2007,3
200703,LNZ,1,3,0,2027,44,0,0,2007,3
200703,LNZ,2,1,63,5010,110,0,0,2007,3
200703,LNZ,2,2,68,5626,0,0,5626,2007,3
200703,LNZ,2,3,0,691,0,0,0,2007,3
200703,SZG,1,1,808,70236,7603,0,0,2007,3
200703,SZG,1,2,807,72771,6942,0,72771,2007,3
200703,SZG,2,1,296,33025,0,0,0,2007,3
200703,SZG,2,2,296,41822,55,0,41822,2007,3
200703,SZG,2,3,0,948,0,0,0,2007,3
200704,VIE,1,1,9900,745246,8971570,525006,0,2007,4
200704,VIE,1,2,9863,732365,5477110,476169,732365,2007,4
200704,VIE,1,3,0,1238,1594076,213,0,2007,4
200704,VIE,2,1,335,22804,756010,998,0,2007,4
200704,VIE,2,2,382,24904,780728,778,24904,2007,4
200704,VIE,2,3,0,786,44465,0,0,2007,4
200704,GRZ,1,1,557,27424,27365,0,0,2007,4
200704,GRZ,1,2,555,27227,8629,0,27227,2007,4
200704,GRZ,1,3,0,22,0,0,0,2007,4
200704,GRZ,2,1,85,6449,0,0,0,2007,4
200704,GRZ,2,2,85,7085,0,0,7085,2007,4
200704,GRZ,2,3,0,1724,0,0,0,2007,4
200704,INN,1,1,375,14641,19870,15,0,2007,4
200704,INN,1,2,376,16323,14574,0,16323,2007,4
200704,INN,1,3,0,324,0,0,0,2007,4
200704,INN,2,1,105,5547,0,0,0,2007,4
200704,INN,2,2,102,10615,0,0,10615,2007,4
200704,INN,2,3,0,191,0,0,0,2007,4
200704,KLU,1,1,315,15850,790,0,0,2007,4
200704,KLU,1,2,315,16153,2691,0,16153,2007,4
200704,KLU,2,1,15,371,0,0,0,2007,4
200704,KLU,2,2,15,314,0,0,314,2007,4
200704,KLU,2,3,0,73,0,0,0,2007,4
200704,LNZ,1,1,426,18569,12730,4606,0,2007,4
200704,LNZ,1,2,425,18394,10037,43,18394,2007,4
200704,LNZ,1,3,0,1585,25,40,0,2007,4
200704,LNZ,2,1,106,8834,55,0,0,2007,4
200704,LNZ,2,2,104,10468,160,160,10468,2007,4
200704,LNZ,2,3,0,1628,0,0,0,2007,4
200704,SZG,1,1,644,49538,6233,0,0,2007,4
200704,SZG,1,2,646,54617,7785,0,54617,2007,4
200704,SZG,2,1,96,7255,0,0,0,2007,4
200704,SZG,2,2,95,10188,0,0,10188,2007,4
200704,SZG,2,3,0,928,0,0,0,2007,4
200705,VIE,1,1,10613,780098,8966725,513099,0,2007,5
200705,VIE,1,2,10559,782809,5422402,488212,782809,2007,5
200705,VIE,1,3,0,917,1984850,142,0,2007,5
200705,VIE,2,1,447,29079,719063,1058,0,2007,5
200705,VIE,2,2,502,31480,783255,200,31480,2007,5
200705,VIE,2,3,0,988,11625,0,0,2007,5
200705,GRZ,1,1,618,30835,21151,0,0,2007,5
200705,GRZ,1,2,616,30413,7002,0,30413,2007,5
200705,GRZ,1,3,0,2,0,0,0,2007,5
200705,GRZ,2,1,143,9197,244,0,0,2007,5
200705,GRZ,2,2,143,10660,28,0,10660,2007,5
200705,GRZ,2,3,0,2029,0,0,0,2007,5
200705,INN,1,1,386,13501,24880,20,0,2007,5
200705,INN,1,2,388,13327,15960,0,13327,2007,5
200705,INN,1,3,0,394,0,0,0,2007,5
200705,INN,2,1,150,8742,31,0,0,2007,5
200705,INN,2,2,147,10234,0,0,10234,2007,5
200705,INN,2,3,0,1073,0,0,0,2007,5
200705,KLU,1,1,332,18542,1427,0,0,2007,5
200705,KLU,1,2,333,17227,1232,0,17227,2007,5
200705,KLU,2,1,35,881,0,0,0,2007,5
200705,KLU,2,2,34,1253,0,0,1253,2007,5
200705,KLU,2,3,0,552,0,0,0,2007,5
200705,LNZ,1,1,430,19316,13782,4332,0,2007,5
200705,LNZ,1,2,432,18753,9167,14,18753,2007,5
200705,LNZ,1,3,0,1660,0,0,0,2007,5
200705,LNZ,2,1,148,12163,0,0,0,2007,5
200705,LNZ,2,2,149,14197,255535,110,14197,2007,5
200705,LNZ,2,3,0,902,0,0,0,2007,5
200705,SZG,1,1,544,41071,6755,0,0,2007,5
200705,SZG,1,2,546,39311,6630,0,39311,2007,5
200705,SZG,2,1,219,18917,0,0,0,2007,5
200705,SZG,2,2,217,21802,0,0,21802,2007,5
200705,SZG,2,3,0,2740,0,0,0,2007,5
200706,VIE,1,1,10498,792607,8861767,485819,0,2007,6
200706,VIE,1,2,10443,817572,6254459,498630,817572,2007,6
200706,VIE,1,3,0,1195,2006782,682,0,2007,6
200706,VIE,2,1,559,44040,646419,434,0,2007,6
200706,VIE,2,2,613,57953,610447,0,57953,2007,6
200706,VIE,2,3,0,2036,5750,0,0,2007,6
200706,GRZ,1,1,640,29201,24149,0,0,2007,6
200706,GRZ,1,2,643,28884,4668,0,28884,2007,6
200706,GRZ,1,3,0,584,0,0,0,2007,6
200706,GRZ,2,1,259,16483,190,0,0,2007,6
200706,GRZ,2,2,260,19432,0,0,19432,2007,6
200706,GRZ,2,3,0,6106,0,250,0,2007,6
200706,INN,1,1,383,14429,24128,0,0,2007,6
200706,INN,1,2,389,14051,14310,0,14051,2007,6
200706,INN,1,3,0,318,0,0,0,2007,6
200706,INN,2,1,248,17576,0,0,0,2007,6
200706,INN,2,2,236,17338,0,0,17338,2007,6
200706,INN,2,3,0,2557,0,0,0,2007,6
200706,KLU,1,1,328,18819,393,0,0,2007,6
200706,KLU,1,2,328,17516,2334,0,17516,2007,6
200706,KLU,2,1,73,3126,0,0,0,2007,6
200706,KLU,2,2,72,3313,0,0,3313,2007,6
200706,KLU,2,3,0,1248,0,0,0,2007,6
200706,LNZ,1,1,476,20716,15083,5079,0,2007,6
200706,LNZ,1,2,472,20180,7185,6,20180,2007,6
200706,LNZ,1,3,0,2125,63,0,0,2007,6
200706,LNZ,2,1,238,20474,0,25,0,2007,6
200706,LNZ,2,2,241,22432,69866,270,22432,2007,6
200706,LNZ,2,3,0,3813,0,0,0,2007,6
200706,SZG,1,1,598,44048,7074,0,0,2007,6
200706,SZG,1,2,603,42687,10828,0,42687,2007,6
200706,SZG,2,1,370,39007,0,0,0,2007,6
200706,SZG,2,2,365,37231,1222,0,37231,2007,6
200706,SZG,2,3,0,5396,0,0,0,2007,6
200707,VIE,1,1,10876,838085,8192017,490770,0,2007,7
200707,VIE,1,2,10850,879152,6029601,485946,879152,2007,7
200707,VIE,1,3,0,2670,2080929,915,0,2007,7
200707,VIE,2,1,623,66056,662634,2813,0,2007,7
200707,VIE,2,2,650,65632,762176,360,65632,2007,7
200707,VIE,2,3,0,1877,25146,0,0,2007,7
200707,GRZ,1,1,656,29262,25229,0,0,2007,7
200707,GRZ,1,2,656,31156,3256,0,31156,2007,7
200707,GRZ,2,1,263,22177,48,0,0,2007,7
200707,GRZ,2,2,261,22922,0,0,22922,2007,7
200707,GRZ,2,3,0,4522,0,0,0,2007,7
200707,INN,1,1,376,13478,24498,0,0,2007,7
200707,INN,1,2,374,13898,16667,0,13898,2007,7
200707,INN,1,3,0,359,0,0,0,2007,7
200707,INN,2,1,226,17534,0,0,0,2007,7
200707,INN,2,2,233,17326,0,0,17326,2007,7
200707,INN,2,3,0,2663,0,0,0,2007,7
200707,KLU,1,1,340,21489,840,0,0,2007,7
200707,KLU,1,2,340,20176,1633,0,20176,2007,7
200707,KLU,1,3,0,103,0,0,0,2007,7
200707,KLU,2,1,73,3590,0,0,0,2007,7
200707,KLU,2,2,75,3559,0,0,3559,2007,7
200707,KLU,2,3,0,1324,0,0,0,2007,7
200707,LNZ,1,1,542,20923,12082,4933,0,2007,7
200707,LNZ,1,2,540,21562,11834,58,21562,2007,7
200707,LNZ,1,3,0,1874,0,0,0,2007,7
200707,LNZ,2,1,238,23655,65318,0,0,2007,7
200707,LNZ,2,2,240,25051,171610,160,25051,2007,7
200707,LNZ,2,3,0,2908,0,0,0,2007,7
200707,SZG,1,1,629,47782,9959,0,0,2007,7
200707,SZG,1,2,627,47392,6904,0,47392,2007,7
200707,SZG,1,3,0,46,0,0,0,2007,7
200707,SZG,2,1,313,33898,0,0,0,2007,7
200707,SZG,2,2,315,34975,521,0,34975,2007,7
200707,SZG,2,3,0,5941,0,0,0,2007,7
200708,VIE,1,1,10730,855004,8513283,624977,0,2007,8
200708,VIE,1,2,10676,827476,5544523,491785,827476,2007,8
200708,VIE,1,3,0,2195,1655682,569,0,2007,8
200708,VIE,2,1,615,68793,623854,1654,0,2007,8
200708,VIE,2,2,668,58380,626427,0,58380,2007,8
200708,VIE,2,3,0,2387,28994,0,0,2007,8
200708,GRZ,1,1,610,28422,20841,0,0,2007,8
200708,GRZ,1,2,611,28354,3860,0,28354,2007,8
200708,GRZ,2,1,259,22802,2558,0,0,2007,8
200708,GRZ,2,2,257,22613,148,0,22613,2007,8
200708,GRZ,2,3,0,5683,0,0,0,2007,8
200708,INN,1,1,370,13749,23893,0,0,2007,8
200708,INN,1,2,374,14090,14924,0,14090,2007,8
200708,INN,1,3,0,250,0,0,0,2007,8
200708,INN,2,1,218,16372,0,0,0,2007,8
200708,INN,2,2,215,16187,0,0,16187,2007,8
200708,INN,2,3,0,4231,0,0,0,2007,8
200708,KLU,1,1,320,19285,1557,0,0,2007,8
200708,KLU,1,2,320,20420,1803,0,20420,2007,8
200708,KLU,2,1,64,3950,0,0,0,2007,8
200708,KLU,2,2,64,3942,77,0,3942,2007,8
200708,KLU,2,3,0,1039,0,0,0,2007,8
200708,LNZ,1,1,525,20063,15197,4026,0,2007,8
200708,LNZ,1,2,526,19808,7412,26,19808,2007,8
200708,LNZ,1,3,0,2168,5,0,0,2007,8
200708,LNZ,2,1,232,25987,59692,0,0,2007,8
200708,LNZ,2,2,235,25468,70144,0,25468,2007,8
200708,LNZ,2,3,0,3138,160,0,0,2007,8
200708,SZG,1,1,622,48862,9039,0,0,2007,8
200708,SZG,1,2,623,50400,8850,0,50400,2007,8
200708,SZG,2,1,324,37430,0,0,0,2007,8
200708,SZG,2,2,323,38873,0,0,38873,2007,8
200708,SZG,2,3,0,5183,0,0,0,2007,8
200709,VIE,1,1,10584,865140,9495492,598442,0,2007,9
200709,VIE,1,2,10535,843197,5912126,500173,843197,2007,9
200709,VIE,1,3,0,2101,1637722,119,0,2007,9
200709,VIE,2,1,538,52133,644906,1395,0,2007,9
200709,VIE,2,2,595,43620,611815,0,43620,2007,9
200709,VIE,2,3,0,2329,1993,0,0,2007,9
200709,GRZ,1,1,655,32623,21552,0,0,2007,9
200709,GRZ,1,2,655,31637,2732,0,31637,2007,9
200709,GRZ,2,1,247,19620,70,0,0,2007,9
200709,GRZ,2,2,248,15833,11866,0,15833,2007,9
200709,GRZ,2,3,0,4641,0,0,0,2007,9
200709,INN,1,1,387,16218,26025,0,0,2007,9
200709,INN,1,2,390,16502,18154,0,16502,2007,9
200709,INN,1,3,0,397,0,0,0,2007,9
200709,INN,2,1,204,12706,0,0,0,2007,9
200709,INN,2,2,200,12254,0,0,12254,2007,9
200709,INN,2,3,0,3460,0,0,0,2007,9
200709,KLU,1,1,304,18442,903,0,0,2007,9
200709,KLU,1,2,304,18475,2407,0,18475,2007,9
200709,KLU,2,1,68,3390,0,0,0,2007,9
200709,KLU,2,2,68,2711,0,0,2711,2007,9
200709,KLU,2,3,0,747,0,0,0,2007,9
200709,LNZ,1,1,496,22216,8588,4758,0,2007,9
200709,LNZ,1,2,496,21459,6349,46,21459,2007,9
200709,LNZ,1,3,0,2074,91,0,0,2007,9
200709,LNZ,2,1,207,21065,58508,0,0,2007,9
200709,LNZ,2,2,204,17180,66609,280,17180,2007,9
200709,LNZ,2,3,0,3470,0,0,0,2007,9
200709,SZG,1,1,581,44741,9409,0,0,2007,9
200709,SZG,1,2,583,44138,6008,0,44138,2007,9
200709,SZG,1,3,0,121,0,0,0,2007,9
200709,SZG,2,1,315,30793,0,0,0,2007,9
200709,SZG,2,2,313,29677,0,0,29677,2007,9
200709,SZG,2,3,0,5517,0,0,0,2007,9
200710,VIE,1,1,11015,823409,10690173,607689,0,2007,10
200710,VIE,1,2,10950,848887,5896666,556652,848887,2007,10
200710,VIE,1,3,0,1081,1634825,77,0,2007,10
200710,VIE,2,1,378,27348,741841,979,0,2007,10
200710,VIE,2,2,429,22349,710481,0,22349,2007,10
200710,VIE,2,3,0,1599,2150,0,0,2007,10
200710,GRZ,1,1,677,30410,20798,0,0,2007,10
200710,GRZ,1,2,676,31539,3386,0,31539,2007,10
200710,GRZ,2,1,104,6427,6437,0,0,2007,10
200710,GRZ,2,2,105,4665,0,0,4665,2007,10
200710,GRZ,2,3,0,1535,0,0,0,2007,10
200710,INN,1,1,449,21742,22530,0,0,2007,10
200710,INN,1,2,454,22841,18968,0,22841,2007,10
200710,INN,1,3,0,356,0,0,0,2007,10
200710,INN,2,1,90,5929,0,0,0,2007,10
200710,INN,2,2,86,4744,0,0,4744,2007,10
200710,INN,2,3,0,1385,0,0,0,2007,10
200710,KLU,1,1,317,16584,1108,0,0,2007,10
200710,KLU,1,2,317,17593,1169,0,17593,2007,10
200710,KLU,1,3,0,112,0,0,0,2007,10
200710,KLU,2,1,37,276,0,0,0,2007,10
200710,KLU,2,2,36,54,0,0,54,2007,10
200710,KLU,2,3,0,68,0,0,0,2007,10
200710,LNZ,1,1,529,20596,8737,5971,0,2007,10
200710,LNZ,1,2,533,21614,8724,51,21614,2007,10
200710,LNZ,1,3,0,1961,0,0,0,2007,10
200710,LNZ,2,1,119,7749,65790,25,0,2007,10
200710,LNZ,2,2,111,5413,79074,110,5413,2007,10
200710,LNZ,2,3,0,2109,0,0,0,2007,10
200710,SZG,1,1,607,39815,8459,0,0,2007,10
200710,SZG,1,2,608,42260,7560,0,42260,2007,10
200710,SZG,1,3,0,1,0,0,0,2007,10
200710,SZG,2,1,141,13859,0,0,0,2007,10
200710,SZG,2,2,141,11186,0,0,11186,2007,10
200710,SZG,2,3,0,3046,0,0,0,2007,10
200711,VIE,1,1,10654,762832,10381448,560391,0,2007,11
200711,VIE,1,2,10620,739019,5820613,623285,739019,2007,11
200711,VIE,1,3,0,1242,1555462,269,0,2007,11
200711,VIE,2,1,286,16672,768009,752,0,2007,11
200711,VIE,2,2,323,13675,706354,974,13675,2007,11
200711,VIE,2,3,0,1157,0,0,0,2007,11
200711,GRZ,1,1,668,29803,22548,0,0,2007,11
200711,GRZ,1,2,670,30023,2417,0,30023,2007,11
200711,GRZ,1,3,0,288,0,0,0,2007,11
200711,GRZ,2,1,58,4364,196,0,0,2007,11
200711,GRZ,2,2,56,4056,54,0,4056,2007,11
200711,GRZ,2,3,0,616,0,0,0,2007,11
200711,INN,1,1,457,23286,23060,0,0,2007,11
200711,INN,1,2,455,23731,18000,0,23731,2007,11
200711,INN,1,3,0,325,0,0,0,2007,11
200711,INN,2,1,42,1867,0,0,0,2007,11
200711,INN,2,2,43,1311,0,0,1311,2007,11
200711,INN,2,3,0,125,0,0,0,2007,11
200711,KLU,1,1,309,14712,1492,0,0,2007,11
200711,KLU,1,2,311,14534,848,0,14534,2007,11
200711,KLU,2,1,11,24,0,0,0,2007,11
200711,KLU,2,2,10,29,0,0,29,2007,11
200711,LNZ,1,1,522,18433,63738,6074,0,2007,11
200711,LNZ,1,2,524,18205,86438,4,18205,2007,11
200711,LNZ,1,3,0,1658,20,0,0,2007,11
200711,LNZ,2,1,67,5404,0,0,0,2007,11
200711,LNZ,2,2,65,6065,933,0,6065,2007,11
200711,LNZ,2,3,0,702,0,0,0,2007,11
200711,SZG,1,1,609,41247,7101,0,0,2007,11
200711,SZG,1,2,609,38634,6342,0,38634,2007,11
200711,SZG,2,1,68,6434,0,0,0,2007,11
200711,SZG,2,2,65,5698,0,0,5698,2007,11
200711,SZG,2,3,0,439,0,0,0,2007,11
200712,VIE,1,1,10161,714523,8504251,612133,0,2007,12
200712,VIE,1,2,10082,713190,5604092,750433,713190,2007,12
200712,VIE,1,3,0,1945,1867461,200,0,2007,12
200712,VIE,2,1,308,15805,591293,541,0,2007,12
200712,VIE,2,2,354,15090,615273,113,15090,2007,12
200712,VIE,2,3,0,844,9144,0,0,2007,12
200712,GRZ,1,1,579,26966,21670,0,0,2007,12
200712,GRZ,1,2,581,25663,1742,0,25663,2007,12
200712,GRZ,2,1,55,2989,815,0,0,2007,12
200712,GRZ,2,2,57,3294,0,0,3294,2007,12
200712,GRZ,2,3,0,552,0,0,0,2007,12
200712,INN,1,1,496,31996,21469,0,0,2007,12
200712,INN,1,2,503,25924,11797,0,25924,2007,12
200712,INN,1,3,0,217,0,0,0,2007,12
200712,INN,2,1,100,12526,0,0,0,2007,12
200712,INN,2,2,91,6788,0,0,6788,2007,12
200712,KLU,1,1,308,18086,773,0,0,2007,12
200712,KLU,1,2,307,14631,1540,0,14631,2007,12
200712,KLU,2,1,19,39,0,0,0,2007,12
200712,KLU,2,2,20,33,0,0,33,2007,12
200712,LNZ,1,1,454,15995,65647,6397,0,2007,12
200712,LNZ,1,2,452,15210,74920,16,15210,2007,12
200712,LNZ,1,3,0,1480,0,0,0,2007,12
200712,LNZ,2,1,57,4633,0,0,0,2007,12
200712,LNZ,2,2,61,3683,1020,0,3683,2007,12
200712,LNZ,2,3,0,964,0,0,0,2007,12
200712,SZG,1,1,662,58159,7362,922,0,2007,12
200712,SZG,1,2,660,48324,5951,0,48324,2007,12
200712,SZG,2,1,186,24296,2750,0,0,2007,12
200712,SZG,2,2,190,14926,3500,0,14926,2007,12
200712,SZG,2,3,0,504,0,0,0,2007,12
200801,VIE,1,1,10150,634355,8371933,632831,0,2008,1
200801,VIE,1,2,10138,656519,4839710,605299,656519,2008,1
200801,VIE,1,3,0,1967,1705042,579,0,2008,1
200801,VIE,2,1,276,9673,640041,1390,0,2008,1
200801,VIE,2,2,322,9616,596102,0,9616,2008,1
200801,VIE,2,3,0,956,0,0,0,2008,1
200801,GRZ,1,1,659,24847,23415,0,0,2008,1
200801,GRZ,1,2,654,27089,3342,0,27089,2008,1
200801,GRZ,1,3,0,137,0,0,0,2008,1
200801,GRZ,2,1,49,3678,0,0,0,2008,1
200801,GRZ,2,2,50,3436,0,0,3436,2008,1
200801,GRZ,2,3,0,171,0,0,0,2008,1
200801,INN,1,1,628,39093,18113,0,0,2008,1
200801,INN,1,2,640,41356,15200,0,41356,2008,1
200801,INN,1,3,0,295,0,0,0,2008,1
200801,INN,2,1,241,24627,1,0,0,2008,1
200801,INN,2,2,231,23966,0,0,23966,2008,1
200801,KLU,1,1,325,16435,1138,0,0,2008,1
200801,KLU,1,2,328,18540,806,0,18540,2008,1
200801,KLU,2,1,13,23,0,0,0,2008,1
200801,KLU,2,2,9,28,0,0,28,2008,1
200801,LNZ,1,1,475,14978,10466,5662,0,2008,1
200801,LNZ,1,2,473,15914,6768,43,15914,2008,1
200801,LNZ,1,3,0,1801,85,0,0,2008,1
200801,LNZ,2,1,89,4290,60084,0,0,2008,1
200801,LNZ,2,2,88,4978,83274,0,4978,2008,1
200801,LNZ,2,3,0,2036,0,0,0,2008,1
200801,SZG,1,1,794,58273,11202,0,0,2008,1
200801,SZG,1,2,790,62255,3767,0,62255,2008,1
200801,SZG,1,3,0,1,0,0,0,2008,1
200801,SZG,2,1,404,45907,787,0,0,2008,1
200801,SZG,2,2,407,43520,0,0,43520,2008,1
200801,SZG,2,3,0,803,0,0,0,2008,1
200802,VIE,1,1,9979,667381,8346141,607819,0,2008,2
200802,VIE,1,2,9928,670772,5526886,501904,670772,2008,2
200802,VIE,1,3,0,1555,1195743,681,0,2008,2
200802,VIE,2,1,232,9048,650168,962,0,2008,2
200802,VIE,2,2,292,9350,558247,0,9350,2008,2
200802,VIE,2,3,0,1050,1492,0,0,2008,2
200802,GRZ,1,1,654,27807,22133,0,0,2008,2
200802,GRZ,1,2,653,28213,2887,0,28213,2008,2
200802,GRZ,2,1,52,4152,195,0,0,2008,2
200802,GRZ,2,2,53,4332,1749,0,4332,2008,2
200802,GRZ,2,3,0,110,0,0,0,2008,2
200802,INN,1,1,620,42516,19302,60,0,2008,2
200802,INN,1,2,630,42141,16084,0,42141,2008,2
200802,INN,1,3,0,318,0,0,0,2008,2
200802,INN,2,1,236,27688,0,0,0,2008,2
200802,INN,2,2,219,27515,0,0,27515,2008,2
200802,KLU,1,1,317,18262,1189,0,0,2008,2
200802,KLU,1,2,317,17945,569,0,17945,2008,2
200802,KLU,2,1,19,211,0,0,0,2008,2
200802,KLU,2,2,20,332,0,0,332,2008,2
