C-ZLFMONAT-0,C-ZLFE32-0,C-ZLFART-0,C-ZLFR63-0,F-ZLFFLUG,F-ZLFPAX,F-ZLFFRACHT,F-ZLFPOST,F-ZLFPAXEND,Jahr,Monat
201209,INN,1,3,0,1,0,0,0,2012,9
201209,INN,2,1,105,8825,200,0,0,2012,9
201209,INN,2,2,109,8984,0,0,8984,2012,9
201209,INN,2,3,0,1183,0,0,0,2012,9
201209,KLU,1,1,175,10933,0,0,0,2012,9
201209,KLU,1,2,175,11146,0,0,11146,2012,9
201209,KLU,2,1,33,857,0,0,0,2012,9
201209,KLU,2,2,34,1047,0,0,1047,2012,9
201209,KLU,2,3,0,732,0,0,0,2012,9
201209,LNZ,1,1,359,20969,3601,34,0,2012,9
201209,LNZ,1,2,360,20311,2163,24,20311,2012,9
201209,LNZ,2,1,175,16156,163853,0,0,2012,9
201209,LNZ,2,2,174,12424,219089,0,12424,2012,9
201209,LNZ,2,3,0,2152,300187,0,0,2012,9
201209,SZG,1,1,456,40753,5412,0,0,2012,9
201209,SZG,1,2,455,39711,5040,0,39711,2012,9
201209,SZG,2,1,208,26289,0,0,0,2012,9
201209,SZG,2,2,209,24158,0,0,24158,2012,9
201209,SZG,2,3,0,2316,0,59,0,2012,9
201210,VIE,1,1,10612,963061,8557051,535161,0,2012,10
201210,VIE,1,2,10529,990484,6537630,589686,990484,2012,10
201210,VIE,1,3,0,1097,1712805,1319,0,2012,10
201210,VIE,2,1,189,17874,43563,0,0,2012,10
201210,VIE,2,2,263,16897,45624,181,16897,2012,10
201210,VIE,2,3,0,830,0,0,0,2012,10
201210,GRZ,1,1,534,34108,3270,0,0,2012,10
201210,GRZ,1,2,533,33511,5795,0,33511,2012,10
201210,GRZ,2,1,62,5069,100,0,0,2012,10
201210,GRZ,2,2,60,3939,0,0,3939,2012,10
201210,GRZ,2,3,0,414,0,0,0,2012,10
201210,INN,1,1,295,15363,17043,0,0,2012,10
201210,INN,1,2,294,15721,10046,0,15721,2012,10
201210,INN,2,1,31,3139,0,0,0,2012,10
201210,INN,2,2,32,2206,0,0,2206,2012,10
201210,INN,2,3,0,569,0,0,0,2012,10
201210,KLU,1,1,182,9706,0,0,0,2012,10
201210,KLU,1,2,182,10374,1,0,10374,2012,10
201210,KLU,2,1,29,841,0,0,0,2012,10
201210,KLU,2,2,29,580,0,0,580,2012,10
201210,KLU,2,3,0,532,0,0,0,2012,10
201210,LNZ,1,1,363,18463,3420,85,0,2012,10
201210,LNZ,1,2,363,18250,1995,175,18250,2012,10
201210,LNZ,1,3,0,65,0,0,0,2012,10
201210,LNZ,2,1,92,4857,191762,0,0,2012,10
201210,LNZ,2,2,92,3753,342085,0,3753,2012,10
201210,LNZ,2,3,0,281,343515,0,0,2012,10
201210,SZG,1,1,471,36510,6430,0,0,2012,10
201210,SZG,1,2,471,38037,4593,0,38037,2012,10
201210,SZG,2,1,94,12402,0,0,0,2012,10
201210,SZG,2,2,94,10774,0,0,10774,2012,10
201210,SZG,2,3,0,314,0,0,0,2012,10
201211,VIE,1,1,9502,834935,9150955,518867,0,2012,11
201211,VIE,1,2,9469,801894,6142242,590262,801894,2012,11
201211,VIE,1,3,0,652,1955891,904,0,2012,11
201211,VIE,2,1,172,10903,250,0,0,2012,11
201211,VIE,2,2,201,10151,85634,0,10151,2012,11
201211,VIE,2,3,0,436,0,0,0,2012,11
201211,GRZ,1,1,494,27043,5038,0,0,2012,11
201211,GRZ,1,2,491,26359,3779,0,26359,2012,11
201211,GRZ,2,1,46,3059,0,0,0,2012,11
201211,GRZ,2,2,51,2932,0,0,2932,2012,11
201211,GRZ,2,3,0,266,0,0,0,2012,11
201211,INN,1,1,277,15896,15665,0,0,2012,11
201211,INN,1,2,275,15116,10373,0,15116,2012,11
201211,INN,1,3,0,272,0,0,0,2012,11
201211,INN,2,1,6,35,0,0,0,2012,11
201211,INN,2,2,8,209,0,0,209,2012,11
201211,KLU,1,1,164,8251,0,0,0,2012,11
201211,KLU,1,2,164,8382,0,0,8382,2012,11
201211,KLU,2,1,16,41,0,0,0,2012,11
201211,KLU,2,2,13,47,0,0,47,2012,11
201211,KLU,2,3,0,78,0,0,0,2012,11
201211,LNZ,1,1,303,12671,975,0,0,2012,11
201211,LNZ,1,2,302,12691,1622,70,12691,2012,11
201211,LNZ,2,1,80,3475,187766,0,0,2012,11
201211,LNZ,2,2,82,2989,232191,0,2989,2012,11
201211,LNZ,2,3,0,1,326844,0,0,2012,11
201211,SZG,1,1,434,32044,4107,0,0,2012,11
201211,SZG,1,2,435,30309,6038,0,30309,2012,11
201211,SZG,2,1,69,8007,0,0,0,2012,11
201211,SZG,2,2,67,7623,0,0,7623,2012,11
201211,SZG,2,3,0,143,0,0,0,2012,11
201212,VIE,1,1,8753,784681,7464132,736668,0,2012,12
201212,VIE,1,2,8716,787278,6235879,766024,787278,2012,12
201212,VIE,1,3,0,579,1713398,3794,0,2012,12
201212,VIE,2,1,174,8552,73873,0,0,2012,12
201212,VIE,2,2,182,7210,123739,10,7210,2012,12
201212,VIE,2,3,0,396,0,0,0,2012,12
201212,GRZ,1,1,392,20454,1986,0,0,2012,12
201212,GRZ,1,2,397,19933,2299,0,19933,2012,12
201212,GRZ,1,3,0,62,0,0,0,2012,12
201212,GRZ,2,1,31,2534,0,0,0,2012,12
201212,GRZ,2,2,32,2689,0,0,2689,2012,12
201212,INN,1,1,434,38559,12148,0,0,2012,12
201212,INN,1,2,438,29891,9542,0,29891,2012,12
201212,INN,2,1,67,8483,85,0,0,2012,12
201212,INN,2,2,60,4634,0,0,4634,2012,12
201212,KLU,1,1,157,10200,0,0,0,2012,12
201212,KLU,1,2,158,8524,10,0,8524,2012,12
201212,KLU,2,1,15,155,0,0,0,2012,12
201212,KLU,2,2,18,141,0,0,141,2012,12
201212,LNZ,1,1,238,9701,1650,21,0,2012,12
201212,LNZ,1,2,242,8941,1956,100,8941,2012,12
201212,LNZ,1,3,0,210,440,0,0,2012,12
201212,LNZ,2,1,61,1480,162291,0,0,2012,12
201212,LNZ,2,2,60,1417,193756,0,1417,2012,12
201212,LNZ,2,3,0,80,304312,0,0,2012,12
201212,SZG,1,1,535,50139,5261,0,0,2012,12
201212,SZG,1,2,531,40771,6527,0,40771,2012,12
201212,SZG,1,3,0,71,0,0,0,2012,12
201212,SZG,2,1,157,22999,0,0,0,2012,12
201212,SZG,2,2,162,12513,558,0,12513,2012,12
201301,VIE,1,1,8405,670271,7139402,378530,0,2013,1
201301,VIE,1,2,8433,691093,5484023,572362,691093,2013,1
201301,VIE,1,3,0,955,1414905,3011,0,2013,1
201301,VIE,2,1,149,5584,80751,0,0,2013,1
201301,VIE,2,2,150,5710,29552,552,5710,2013,1
201301,VIE,2,3,0,543,12750,0,0,2013,1
201301,GRZ,1,1,482,20500,5247,0,0,2013,1
201301,GRZ,1,2,473,21788,3179,0,21788,2013,1
201301,GRZ,1,3,0,81,0,0,0,2013,1
201301,GRZ,2,1,29,1898,0,0,0,2013,1
201301,GRZ,2,2,32,1930,0,0,1930,2013,1
201301,INN,1,1,569,49939,11977,0,0,2013,1
201301,INN,1,2,568,51617,9204,0,51617,2013,1
201301,INN,2,1,185,22337,0,0,0,2013,1
201301,INN,2,2,189,20860,0,0,20860,2013,1
201301,KLU,1,1,173,8729,0,0,0,2013,1
201301,KLU,1,2,171,10015,0,0,10015,2013,1
201301,KLU,2,1,16,28,0,0,0,2013,1
201301,KLU,2,2,17,54,0,0,54,2013,1
201301,LNZ,1,1,280,10298,1241,119,0,2013,1
201301,LNZ,1,2,273,10785,1033,15,10785,2013,1
201301,LNZ,2,1,66,1200,170894,0,0,2013,1
201301,LNZ,2,2,70,1140,248310,0,1140,2013,1
201301,LNZ,2,3,0,0,274835,0,0,2013,1
201301,SZG,1,1,654,58635,2147,0,0,2013,1
201301,SZG,1,2,652,61571,4259,0,61571,2013,1
201301,SZG,1,3,0,113,0,0,0,2013,1
201301,SZG,2,1,283,37140,0,0,0,2013,1
201301,SZG,2,2,283,38711,3121,0,38711,2013,1
201301,SZG,2,3,0,101,0,0,0,2013,1
201302,VIE,1,1,7949,657390,6822411,504130,0,2013,2
201302,VIE,1,2,7967,657694,5811928,468568,657694,2013,2
201302,VIE,1,3,0,701,1783329,5581,0,2013,2
201302,VIE,2,1,168,7487,29797,1045,0,2013,2
201302,VIE,2,2,147,8109,57451,471,8109,2013,2
201302,VIE,2,3,0,236,14413,0,0,2013,2
201302,GRZ,1,1,486,22730,5501,0,0,2013,2
201302,GRZ,1,2,491,23420,3029,0,23420,2013,2
201302,GRZ,2,1,37,2110,0,0,0,2013,2
201302,GRZ,2,2,31,2189,0,0,2189,2013,2
201302,INN,1,1,535,52540,11367,0,0,2013,2
201302,INN,1,2,535,51231,9713,0,51231,2013,2
201302,INN,2,1,195,26328,0,0,0,2013,2
201302,INN,2,2,194,26147,0,260,26147,2013,2
201302,KLU,1,1,161,10028,0,0,0,2013,2
201302,KLU,1,2,161,10044,0,0,10044,2013,2
201302,KLU,2,1,20,34,0,0,0,2013,2
201302,KLU,2,2,20,41,0,0,41,2013,2
201302,LNZ,1,1,274,11103,3378,0,0,2013,2
201302,LNZ,1,2,277,11151,1706,7,11151,2013,2
201302,LNZ,2,1,72,2013,157097,0,0,2013,2
201302,LNZ,2,2,68,2396,240537,0,2396,2013,2
201302,LNZ,2,3,0,0,280941,0,0,2013,2
201302,SZG,1,1,608,60947,4698,0,0,2013,2
201302,SZG,1,2,611,60254,3639,0,60254,2013,2
201302,SZG,2,1,245,36169,96,0,0,2013,2
201302,SZG,2,2,243,34791,6623,0,34791,2013,2
201302,SZG,2,3,0,28,0,0,0,2013,2
201303,VIE,1,1,9212,841169,9319483,445472,0,2013,3
201303,VIE,1,2,9220,838154,7342978,570172,838154,2013,3
201303,VIE,1,3,0,467,1567469,3789,0,2013,3
201303,VIE,2,1,214,12098,171746,0,0,2013,3
201303,VIE,2,2,210,12472,313871,0,12472,2013,3
201303,VIE,2,3,0,1087,45210,0,0,2013,3
201303,GRZ,1,1,517,29172,7766,0,0,2013,3
201303,GRZ,1,2,521,28402,2879,0,28402,2013,3
201303,GRZ,1,3,0,121,0,0,0,2013,3
201303,GRZ,2,1,54,4207,0,0,0,2013,3
201303,GRZ,2,2,51,4401,57490,0,4401,2013,3
201303,GRZ,2,3,0,204,0,0,0,2013,3
201303,INN,1,1,587,55378,14866,0,0,2013,3
201303,INN,1,2,588,59221,9855,0,59221,2013,3
201303,INN,1,3,0,76,0,0,0,2013,3
201303,INN,2,1,208,26880,0,0,0,2013,3
201303,INN,2,2,208,29200,0,0,29200,2013,3
201303,INN,2,3,0,45,0,0,0,2013,3
201303,KLU,1,1,185,10719,0,0,0,2013,3
201303,KLU,1,2,186,10593,0,0,10593,2013,3
201303,KLU,2,1,19,111,0,0,0,2013,3
201303,KLU,2,2,15,149,0,0,149,2013,3
201303,KLU,2,3,0,222,0,0,0,2013,3
201303,LNZ,1,1,297,13107,3137,0,0,2013,3
201303,LNZ,1,2,302,13329,1572,2,13329,2013,3
201303,LNZ,2,1,87,3524,183654,0,0,2013,3
201303,LNZ,2,2,84,3959,244356,0,3959,2013,3
201303,LNZ,2,3,0,260,330763,0,0,2013,3
201303,SZG,1,1,680,66933,2923,0,0,2013,3
201303,SZG,1,2,683,70092,4329,0,70092,2013,3
201303,SZG,2,1,236,29454,90,0,0,2013,3
201303,SZG,2,2,234,36266,8366,0,36266,2013,3
201303,SZG,2,3,0,75,0,0,0,2013,3
201304,VIE,1,1,9471,892409,8649212,466647,0,2013,4
201304,VIE,1,2,9446,876577,6235180,540321,876577,2013,4
201304,VIE,1,3,0,1479,1436048,1747,0,2013,4
201304,VIE,2,1,168,12365,88707,0,0,2013,4
201304,VIE,2,2,198,13388,72811,0,13388,2013,4
201304,VIE,2,3,0,427,3657,0,0,2013,4
201304,GRZ,1,1,552,30193,3869,0,0,2013,4
201304,GRZ,1,2,551,30756,5327,0,30756,2013,4
201304,GRZ,1,3,0,5,0,0,0,2013,4
201304,GRZ,2,1,56,3935,1214,0,0,2013,4
201304,GRZ,2,2,56,4285,0,0,4285,2013,4
201304,GRZ,2,3,0,87,0,0,0,2013,4
201304,INN,1,1,330,21091,15245,0,0,2013,4
201304,INN,1,2,331,25485,8607,0,25485,2013,4
201304,INN,1,3,0,146,0,0,0,2013,4
201304,INN,2,1,45,2328,0,0,0,2013,4
201304,INN,2,2,43,6687,0,0,6687,2013,4
201304,KLU,1,1,177,8747,0,0,0,2013,4
201304,KLU,1,2,176,9554,0,0,9554,2013,4
201304,KLU,2,1,22,205,0,0,0,2013,4
201304,KLU,2,2,24,315,0,0,315,2013,4
201304,KLU,2,3,0,601,0,0,0,2013,4
201304,LNZ,1,1,303,13219,906,0,0,2013,4
201304,LNZ,1,2,300,13616,1487,34,13616,2013,4
201304,LNZ,1,3,0,368,0,0,0,2013,4
201304,LNZ,2,1,106,5429,189651,0,0,2013,4
201304,LNZ,2,2,107,6690,266971,0,6690,2013,4
201304,LNZ,2,3,0,488,358124,0,0,2013,4
201304,SZG,1,1,560,37103,5008,0,0,2013,4
201304,SZG,1,2,558,42039,4005,0,42039,2013,4
201304,SZG,1,3,0,391,0,0,0,2013,4
201304,SZG,2,1,84,8409,0,0,0,2013,4
201304,SZG,2,2,84,10381,0,0,10381,2013,4
201304,SZG,2,3,0,238,0,0,0,2013,4
201305,VIE,1,1,10094,953853,7854448,522573,0,2013,5
201305,VIE,1,2,10104,969845,6681438,522324,969845,2013,5
201305,VIE,1,3,0,1178,1559706,891,0,2013,5
201305,VIE,2,1,270,21629,51677,125,0,2013,5
201305,VIE,2,2,265,22428,4559,0,22428,2013,5
201305,VIE,2,3,0,867,29873,0,0,2013,5
201305,GRZ,1,1,545,31793,4565,0,0,2013,5
201305,GRZ,1,2,548,30592,3639,0,30592,2013,5
201305,GRZ,1,3,0,48,0,0,0,2013,5
201305,GRZ,2,1,108,7363,980,0,0,2013,5
201305,GRZ,2,2,107,8991,0,0,8991,2013,5
201305,GRZ,2,3,0,1518,0,0,0,2013,5
201305,INN,1,1,294,16707,13136,0,0,2013,5
201305,INN,1,2,297,17191,9671,0,17191,2013,5
201305,INN,2,1,81,7059,0,0,0,2013,5
201305,INN,2,2,78,7114,0,0,7114,2013,5
201305,INN,2,3,0,859,0,0,0,2013,5
201305,KLU,1,1,182,10393,0,0,0,2013,5
201305,KLU,1,2,180,9898,0,36,9898,2013,5
201305,KLU,2,1,34,686,0,0,0,2013,5
201305,KLU,2,2,37,655,0,0,655,2013,5
201305,KLU,2,3,0,1024,0,0,0,2013,5
201305,LNZ,1,1,326,15973,1057,0,0,2013,5
201305,LNZ,1,2,327,16943,1561,0,16943,2013,5
201305,LNZ,2,1,164,11020,152249,0,0,2013,5
201305,LNZ,2,2,163,12478,264261,0,12478,2013,5
201305,LNZ,2,3,0,793,357845,0,0,2013,5
201305,SZG,1,1,545,37366,5684,0,0,2013,5
201305,SZG,1,2,545,37532,3771,0,37532,2013,5
201305,SZG,1,3,0,89,0,0,0,2013,5
201305,SZG,2,1,144,16135,0,0,0,2013,5
201305,SZG,2,2,146,17205,60,0,17205,2013,5
201305,SZG,2,3,0,616,0,0,0,2013,5
201306,VIE,1,1,9991,998787,7600731,313437,0,2013,6
201306,VIE,1,2,9975,1011538,6641566,549901,1011538,2013,6
201306,VIE,1,3,0,1628,1795069,1223,0,2013,6
201306,VIE,2,1,288,24009,32812,211,0,2013,6
201306,VIE,2,2,310,26913,363334,0,26913,2013,6
201306,VIE,2,3,0,1188,17374,0,0,2013,6
201306,GRZ,1,1,565,34016,3609,0,0,2013,6
201306,GRZ,1,2,565,33188,4538,0,33188,2013,6
201306,GRZ,2,1,170,12834,0,0,0,2013,6
201306,GRZ,2,2,167,13764,0,0,13764,2013,6
201306,GRZ,2,3,0,2507,0,0,0,2013,6
201306,INN,1,1,305,21412,14652,0,0,2013,6
201306,INN,1,2,306,20994,12345,0,20994,2013,6
201306,INN,1,3,0,231,0,0,0,2013,6
201306,INN,2,1,141,13192,0,0,0,2013,6
201306,INN,2,2,140,12480,0,0,12480,2013,6
201306,INN,2,3,0,1040,0,0,0,2013,6
201306,KLU,1,1,175,11185,0,0,0,2013,6
201306,KLU,1,2,174,10276,0,0,10276,2013,6
201306,KLU,2,1,32,758,0,0,0,2013,6
201306,KLU,2,2,32,787,0,0,787,2013,6
201306,KLU,2,3,0,1076,0,0,0,2013,6
201306,LNZ,1,1,327,18263,1361,0,0,2013,6
201306,LNZ,1,2,327,17915,2603,62,17915,2013,6
201306,LNZ,2,1,201,16725,194391,0,0,2013,6
201306,LNZ,2,2,202,18049,274786,0,18049,2013,6
201306,LNZ,2,3,0,1438,335084,0,0,2013,6
201306,SZG,1,1,560,43047,5336,0,0,2013,6
201306,SZG,1,2,560,41940,4135,0,41940,2013,6
201306,SZG,1,3,0,284,0,0,0,2013,6
201306,SZG,2,1,232,27028,170,0,0,2013,6
201306,SZG,2,2,230,26227,0,0,26227,2013,6
201306,SZG,2,3,0,782,0,0,0,2013,6
201307,VIE,1,1,10261,1029658,6982208,317621,0,2013,7
201307,VIE,1,2,10271,1071935,6295466,503703,1071935,2013,7
201307,VIE,1,3,0,1528,1525735,319,0,2013,7
201307,VIE,2,1,305,30859,179214,17,0,2013,7
201307,VIE,2,2,292,30105,266881,330,30105,2013,7
201307,VIE,2,3,0,930,36635,0,0,2013,7
201307,GRZ,1,1,567,33422,7474,0,0,2013,7
201307,GRZ,1,2,567,34788,5390,0,34788,2013,7
201307,GRZ,2,1,186,13847,1268,0,0,2013,7
201307,GRZ,2,2,188,14054,0,0,14054,2013,7
201307,GRZ,2,3,0,1728,0,0,0,2013,7
201307,INN,1,1,310,20592,12099,0,0,2013,7
201307,INN,1,2,309,20188,11240,0,20188,2013,7
201307,INN,1,3,0,121,0,0,0,2013,7
201307,INN,2,1,111,10342,0,0,0,2013,7
201307,INN,2,2,114,9857,0,0,9857,2013,7
201307,INN,2,3,0,606,0,0,0,2013,7
201307,KLU,1,1,186,12495,0,0,0,2013,7
201307,KLU,1,2,186,12240,0,0,12240,2013,7
201307,KLU,2,1,55,1340,0,0,0,2013,7
201307,KLU,2,2,56,1429,0,0,1429,2013,7
201307,KLU,2,3,0,889,0,0,0,2013,7
201307,LNZ,1,1,323,15259,1397,0,0,2013,7
201307,LNZ,1,2,323,15955,1425,0,15955,2013,7
201307,LNZ,2,1,199,17151,198314,0,0,2013,7
201307,LNZ,2,2,198,16993,301074,0,16993,2013,7
201307,LNZ,2,3,0,1413,342155,0,0,2013,7
201307,SZG,1,1,595,44617,8380,0,0,2013,7
201307,SZG,1,2,593,45426,4387,0,45426,2013,7
201307,SZG,1,3,0,427,0,0,0,2013,7
201307,SZG,2,1,203,25175,0,0,0,2013,7
201307,SZG,2,2,206,25778,0,0,25778,2013,7
201307,SZG,2,3,0,771,0,0,0,2013,7
201308,VIE,1,1,10069,1070335,7552898,343402,0,2013,8
201308,VIE,1,2,10049,1051546,5884661,555079,1051546,2013,8
201308,VIE,1,3,0,1711,1648469,2036,0,2013,8
201308,VIE,2,1,291,31903,59423,727,0,2013,8
201308,VIE,2,2,314,28212,49924,0,28212,2013,8
201308,VIE,2,3,0,1765,43687,0,0,2013,8
201308,GRZ,1,1,508,30204,5788,0,0,2013,8
201308,GRZ,1,2,508,30444,5357,0,30444,2013,8
201308,GRZ,2,1,152,14163,8161,0,0,2013,8
201308,GRZ,2,2,156,13556,26036,0,13556,2013,8
201308,GRZ,2,3,0,1998,0,0,0,2013,8
201308,INN,1,1,291,20297,12595,0,0,2013,8
201308,INN,1,2,291,20694,7611,0,20694,2013,8
201308,INN,1,3,0,280,0,0,0,2013,8
201308,INN,2,1,106,9474,0,0,0,2013,8
201308,INN,2,2,104,9454,0,0,9454,2013,8
201308,INN,2,3,0,716,0,0,0,2013,8
201308,KLU,1,1,164,11491,0,0,0,2013,8
201308,KLU,1,2,164,12136,0,0,12136,2013,8
201308,KLU,2,1,45,1406,0,0,0,2013,8
201308,KLU,2,2,44,1233,0,0,1233,2013,8
201308,KLU,2,3,0,603,0,0,0,2013,8
201308,LNZ,1,1,308,14582,771,0,0,2013,8
201308,LNZ,1,2,311,15033,1135,84,15033,2013,8
201308,LNZ,2,1,191,18338,144114,0,0,2013,8
201308,LNZ,2,2,189,18655,234658,0,18655,2013,8
201308,LNZ,2,3,0,1746,282042,0,0,2013,8
201308,SZG,1,1,545,45222,6776,0,0,2013,8
201308,SZG,1,2,545,47633,13901,0,47633,2013,8
201308,SZG,1,3,0,337,0,0,0,2013,8
201308,SZG,2,1,217,27784,5586,0,0,2013,8
201308,SZG,2,2,218,28394,12587,0,28394,2013,8
201308,SZG,2,3,0,760,0,0,0,2013,8
201309,VIE,1,1,10100,1070573,8490458,335504,0,2013,9
201309,VIE,1,2,10069,1032950,6795874,553428,1032950,2013,9
201309,VIE,1,3,0,1682,1887314,2944,0,2013,9
201309,VIE,2,1,245,21710,320101,0,0,2013,9
201309,VIE,2,2,269,18451,106640,0,18451,2013,9
201309,VIE,2,3,0,698,110917,0,0,2013,9
201309,GRZ,1,1,574,37911,4247,0,0,2013,9
201309,GRZ,1,2,572,35173,4051,0,35173,2013,9
201309,GRZ,2,1,124,10002,0,0,0,2013,9
201309,GRZ,2,2,122,8229,0,0,8229,2013,9
201309,GRZ,2,3,0,1807,0,0,0,2013,9
201309,INN,1,1,302,21162,8130,0,0,2013,9
201309,INN,1,2,298,19343,7406,0,19343,2013,9
201309,INN,2,1,86,6806,0,0,0,2013,9
201309,INN,2,2,91,7743,0,0,7743,2013,9
201309,INN,2,3,0,713,0,0,0,2013,9
201309,KLU,1,1,179,11412,0,0,0,2013,9
201309,KLU,1,2,177,11789,0,0,11789,2013,9
201309,KLU,2,1,22,714,0,0,0,2013,9
201309,KLU,2,2,22,728,0,0,728,2013,9
201309,LNZ,1,1,327,18778,1352,0,0,2013,9
201309,LNZ,1,2,324,18257,2295,48,18257,2013,9
201309,LNZ,2,1,152,13449,186892,0,0,2013,9
201309,LNZ,2,2,154,10565,287767,0,10565,2013,9
201309,LNZ,2,3,0,1184,359441,0,0,2013,9
201309,SZG,1,1,539,43956,8227,0,0,2013,9
201309,SZG,1,2,539,42035,10025,0,42035,2013,9
201309,SZG,2,1,168,20167,0,0,0,2013,9
201309,SZG,2,2,167,19030,0,0,19030,2013,9
201309,SZG,2,3,0,921,0,0,0,2013,9
201310,VIE,1,1,10062,981551,9467681,178296,0,2013,10
201310,VIE,1,2,10013,996932,6817497,631864,996932,2013,10
201310,VIE,1,3,0,918,2363012,5377,0,2013,10
201310,VIE,2,1,197,16801,363634,0,0,2013,10
201310,VIE,2,2,240,12672,128864,0,12672,2013,10
201310,VIE,2,3,0,1316,63649,0,0,2013,10
201310,GRZ,1,1,597,35156,4333,0,0,2013,10
201310,GRZ,1,2,597,34388,5146,0,34388,2013,10
201310,GRZ,2,1,51,4471,0,0,0,2013,10
201310,GRZ,2,2,51,3527,90404,0,3527,2013,10
201310,GRZ,2,3,0,173,0,0,0,2013,10
201310,INN,1,1,278,16410,4407,0,0,2013,10
201310,INN,1,2,278,17005,9690,0,17005,2013,10
201310,INN,2,1,31,2924,0,0,0,2013,10
201310,INN,2,2,31,1757,0,0,1757,2013,10
201310,INN,2,3,0,292,0,0,0,2013,10
201310,KLU,1,1,178,10449,0,0,0,2013,10
201310,KLU,1,2,178,10736,0,0,10736,2013,10
201310,KLU,2,1,22,683,0,0,0,2013,10
201310,KLU,2,2,22,469,0,0,469,2013,10
201310,LNZ,1,1,327,15686,781,0,0,2013,10
201310,LNZ,1,2,326,15517,1961,1,15517,2013,10
201310,LNZ,2,1,103,5930,199687,0,0,2013,10
201310,LNZ,2,2,105,4987,435088,0,4987,2013,10
201310,LNZ,2,3,0,73,355150,0,0,2013,10
201310,SZG,1,1,553,39453,8129,0,0,2013,10
201310,SZG,1,2,554,40570,6506,0,40570,2013,10
201310,SZG,1,3,0,90,0,0,0,2013,10
201310,SZG,2,1,67,7878,0,0,0,2013,10
201310,SZG,2,2,67,6963,0,0,6963,2013,10
201310,SZG,2,3,0,305,0,0,0,2013,10
201311,VIE,1,1,8927,825876,9898614,400232,0,2013,11
201311,VIE,1,2,8893,799979,6830497,651797,799979,2013,11
201311,VIE,1,3,0,1127,2029958,835,0,2013,11
201311,VIE,2,1,146,9619,523067,0,0,2013,11
201311,VIE,2,2,169,8658,140758,906,8658,2013,11
201311,VIE,2,3,0,1628,152695,94,0,2013,11
201311,GRZ,1,1,540,29722,10305,0,0,2013,11
201311,GRZ,1,2,540,29517,6341,0,29517,2013,11
201311,GRZ,1,3,0,145,0,0,0,2013,11
201311,GRZ,2,1,24,2209,322,0,0,2013,11
201311,GRZ,2,2,25,2112,0,0,2112,2013,11
201311,GRZ,2,3,0,114,0,0,0,2013,11
201311,INN,1,1,262,15277,4968,0,0,2013,11
201311,INN,1,2,262,14981,8347,0,14981,2013,11
201311,INN,2,1,6,83,0,0,0,2013,11
201311,INN,2,2,6,84,0,0,84,2013,11
201311,KLU,1,1,132,6553,0,0,0,2013,11
201311,KLU,1,2,132,6801,0,0,6801,2013,11
201311,KLU,2,1,6,3,0,0,0,2013,11
201311,KLU,2,2,8,10,0,0,10,2013,11
201311,LNZ,1,1,303,13470,1545,0,0,2013,11
201311,LNZ,1,2,303,13634,1269,3,13634,2013,11
201311,LNZ,2,1,67,2516,198386,0,0,2013,11
201311,LNZ,2,2,68,1746,393586,0,1746,2013,11
201311,LNZ,2,3,0,130,323421,0,0,2013,11
201311,SZG,1,1,516,35651,6067,0,0,2013,11
201311,SZG,1,2,516,33228,11901,0,33228,2013,11
201311,SZG,2,1,57,6247,0,0,0,2013,11
201311,SZG,2,2,56,6174,0,0,6174,2013,11
201311,SZG,2,3,0,89,0,0,0,2013,11
201312,VIE,1,1,8466,789063,7888951,523953,0,2013,12
201312,VIE,1,2,8416,797838,6518057,836184,797838,2013,12
201312,VIE,1,3,0,972,1719217,1830,0,2013,12
201312,VIE,2,1,139,7738,223694,0,0,2013,12
201312,VIE,2,2,170,6993,161086,1293,6993,2013,12
201312,VIE,2,3,0,1860,117911,968,0,2013,12
201312,GRZ,1,1,444,23686,7186,0,0,2013,12
201312,GRZ,1,2,448,22900,4919,0,22900,2013,12
201312,GRZ,2,1,21,1525,1248,0,0,2013,12
201312,GRZ,2,2,22,1565,800,0,1565,2013,12
201312,GRZ,2,3,0,1,0,0,0,2013,12
201312,INN,1,1,431,39706,5132,0,0,2013,12
201312,INN,1,2,430,30310,5984,0,30310,2013,12
201312,INN,2,1,77,11569,0,0,0,2013,12
201312,INN,2,2,78,6517,0,0,6517,2013,12
201312,KLU,1,1,144,8413,0,0,0,2013,12
201312,KLU,1,2,146,7421,0,0,7421,2013,12
201312,KLU,2,1,20,680,0,0,0,2013,12
201312,KLU,2,2,19,286,0,0,286,2013,12
201312,LNZ,1,1,258,12062,1590,0,0,2013,12
201312,LNZ,1,2,257,10888,372,0,10888,2013,12
201312,LNZ,2,1,53,1177,181585,0,0,2013,12
201312,LNZ,2,2,55,1115,228857,0,1115,2013,12
201312,LNZ,2,3,0,0,317203,0,0,2013,12
201312,SZG,1,1,616,54379,5565,0,0,2013,12
201312,SZG,1,2,620,46684,5791,0,46684,2013,12
201312,SZG,1,3,0,108,0,0,0,2013,12
201312,SZG,2,1,128,17383,0,0,0,2013,12
201312,SZG,2,2,123,11107,0,0,11107,2013,12
201401,VIE,1,1,8301,690033,8073227,410172,0,2014,1
201401,VIE,1,2,8314,705248,5629969,646018,705248,2014,1
201401,VIE,1,3,0,1509,1909246,1155,0,2014,1
201401,VIE,2,1,137,4986,175201,0,0,2014,1
201401,VIE,2,2,164,3981,71193,0,3981,2014,1
