F-ZLFFLUG,F-ZLFPAX,F-ZLFFRACHT,F-ZLFPOST,F-ZLFPAXEND,Jahr,Monat
52,2901,0,0,2901,2006,1
0,462,0,0,0,2006,1
442,19397,27489,0,0,2006,1
439,21201,20258,0,21201,2006,1
0,377,0,0,0,2006,1
307,28892,0,0,0,2006,1
314,28577,0,0,28577,2006,1
345,15306,2142,0,0,2006,1
342,16333,1868,0,16333,2006,1
0,0,70,0,0,2006,1
27,217,0,0,0,2006,1
29,228,0,0,228,2006,1
387,13280,20211,2170,0,2006,1
383,13940,13484,37,13940,2006,1
0,1925,176,5,0,2006,1
50,4241,0,0,0,2006,1
53,2956,58,0,2956,2006,1
0,709,0,0,0,2006,1
797,47004,12615,80,0,2006,1
800,50284,8811,0,50284,2006,1
0,594,719,0,0,2006,1
402,46012,425,0,0,2006,1
400,43110,0,0,43110,2006,1
0,1150,0,0,0,2006,1
8117,507598,6988652,456739,0,2006,2
8080,508426,5293570,566670,508426,2006,2
0,1464,1721330,1279,0,2006,2
299,10772,672593,555,0,2006,2
338,10351,830189,29,10351,2006,2
0,1259,11502,147,0,2006,2
616,22692,45018,0,0,2006,2
614,22513,16893,0,22513,2006,2
0,7,0,0,0,2006,2
52,3392,0,0,0,2006,2
54,3555,1200,0,3555,2006,2
0,568,0,0,0,2006,2
433,20459,23778,0,0,2006,2
431,20948,20330,0,20948,2006,2
0,459,0,0,0,2006,2
263,27734,0,0,0,2006,2
265,28268,0,0,28268,2006,2
0,31,0,0,0,2006,2
332,15436,1385,0,0,2006,2
330,15274,905,0,15274,2006,2
14,297,0,0,0,2006,2
14,300,0,0,300,2006,2
0,1,0,0,0,2006,2
373,14645,19065,2444,0,2006,2
369,14763,12267,218,14763,2006,2
0,1724,45,0,0,2006,2
49,3420,0,0,0,2006,2
54,4049,0,0,4049,2006,2
0,173,0,0,0,2006,2
747,48039,7574,115,0,2006,2
746,48461,8130,0,48461,2006,2
0,607,522,0,0,2006,2
355,48342,0,0,0,2006,2
357,48145,0,0,48145,2006,2
0,604,0,0,0,2006,2
9369,614533,9360559,610500,0,2006,3
9308,608632,5930556,616223,608632,2006,3
0,1414,2357359,930,0,2006,3
326,12387,775617,2047,0,2006,3
395,12635,989325,0,12635,2006,3
0,611,72208,3,0,2006,3
670,26299,41558,0,0,2006,3
671,26448,18642,0,26448,2006,3
0,153,0,0,0,2006,3
67,3691,260,0,0,2006,3
68,4024,80,0,4024,2006,3
0,1130,0,0,0,2006,3
447,21528,27694,0,0,2006,3
456,22591,21196,0,22591,2006,3
0,500,0,0,0,2006,3
271,22147,0,0,0,2006,3
260,26720,0,0,26720,2006,3
0,375,0,0,0,2006,3
339,15794,2548,0,0,2006,3
343,16723,1723,0,16723,2006,3
26,713,0,0,0,2006,3
22,809,0,0,809,2006,3
0,149,0,0,0,2006,3
409,16241,20565,1625,0,2006,3
411,16356,17702,8,16356,2006,3
0,1916,109,0,0,2006,3
60,5186,0,0,0,2006,3
59,5695,0,0,5695,2006,3
0,453,0,0,0,2006,3
779,52495,7153,0,0,2006,3
773,53308,5426,0,53308,2006,3
0,522,0,0,0,2006,3
290,32534,60,0,0,2006,3
295,39817,62,0,39817,2006,3
0,660,0,0,0,2006,3
9268,676599,9350814,522418,0,2006,4
9193,674062,5372238,598389,674062,2006,4
0,1339,2595006,69,0,2006,4
368,23017,616617,720,0,2006,4
440,25449,803845,0,25449,2006,4
0,1738,46267,0,0,2006,4
573,26475,47350,0,0,2006,4
574,26932,15259,0,26932,2006,4
94,7084,428,0,0,2006,4
96,7471,0,0,7471,2006,4
0,2020,0,60,0,2006,4
378,15104,26759,0,0,2006,4
383,16608,17662,4,16608,2006,4
0,288,0,0,0,2006,4
139,8230,0,0,0,2006,4
134,12895,0,0,12895,2006,4
0,606,0,0,0,2006,4
274,14212,1701,0,0,2006,4
273,13959,1252,0,13959,2006,4
15,207,0,0,0,2006,4
16,393,0,0,393,2006,4
0,109,0,0,0,2006,4
367,16318,20910,1652,0,2006,4
368,16522,8322,91,16522,2006,4
0,1585,80,0,0,2006,4
111,9928,3450,0,0,2006,4
109,10638,0,0,10638,2006,4
0,1285,0,0,0,2006,4
594,47647,6863,0,0,2006,4
593,49847,4963,0,49847,2006,4
153,11465,1538,0,0,2006,4
154,16376,0,0,16376,2006,4
0,1094,0,0,0,2006,4
10033,717706,8586383,567870,0,2006,5
9960,714678,6052255,572759,714678,2006,5
0,1026,2152396,197,0,2006,5
531,32040,691206,2208,0,2006,5
605,37271,1040963,1625,37271,2006,5
0,2625,58504,198,0,2006,5
641,29960,46562,0,0,2006,5
639,28729,14987,0,28729,2006,5
0,13,0,0,0,2006,5
143,7805,774,0,0,2006,5
144,8993,0,0,8993,2006,5
0,3389,0,0,0,2006,5
408,15557,24202,0,0,2006,5
408,15043,22870,0,15043,2006,5
0,361,8,0,0,2006,5
174,9704,0,0,0,2006,5
173,10845,0,0,10845,2006,5
0,1628,0,0,0,2006,5
292,15085,1279,0,0,2006,5
293,14602,1485,0,14602,2006,5
0,141,0,0,0,2006,5
46,1542,0,0,0,2006,5
44,1778,0,0,1778,2006,5
0,994,0,0,0,2006,5
419,19821,17243,1628,0,2006,5
419,19705,7764,61,19705,2006,5
0,1810,159,0,0,2006,5
152,10512,1600,0,0,2006,5
154,12121,0,0,12121,2006,5
0,2247,0,0,0,2006,5
563,44376,7895,216,0,2006,5
568,42723,5501,0,42723,2006,5
206,17471,63,0,0,2006,5
202,17558,0,0,17558,2006,5
0,3190,0,0,0,2006,5
9808,712504,7780371,598122,0,2006,6
9731,727853,5643842,590179,727853,2006,6
0,1128,3136476,117,0,2006,6
715,56034,794905,997,0,2006,6
799,74560,801111,18,74560,2006,6
0,2363,71549,0,0,2006,6
589,27239,39596,0,0,2006,6
590,27008,12908,0,27008,2006,6
0,41,0,0,0,2006,6
283,18802,162,0,0,2006,6
283,22454,0,0,22454,2006,6
0,7088,0,0,0,2006,6
400,14880,23391,56,0,2006,6
411,14398,19266,0,14398,2006,6
0,444,0,0,0,2006,6
253,17157,3,0,0,2006,6
241,17572,0,0,17572,2006,6
0,2636,0,0,0,2006,6
282,15312,3098,0,0,2006,6
283,14526,643,0,14526,2006,6
59,2122,0,0,0,2006,6
57,2334,0,0,2334,2006,6
0,880,0,0,0,2006,6
408,20527,24451,849,0,2006,6
412,20128,9084,111,20128,2006,6
0,1701,25,0,0,2006,6
239,22205,0,0,0,2006,6
236,26153,243,0,26153,2006,6
0,4246,0,0,0,2006,6
550,46009,9337,126,0,2006,6
552,44335,7431,0,44335,2006,6
363,36265,4534,0,0,2006,6
361,36512,9758,0,36512,2006,6
0,5065,5154,0,0,2006,6
9784,727302,7721346,612641,0,2006,7
9764,759795,6014515,595782,759795,2006,7
0,1306,1605108,0,0,2006,7
946,101765,798829,3017,0,2006,7
963,107716,948940,0,107716,2006,7
0,1686,60194,0,0,2006,7
522,25225,42268,0,0,2006,7
525,26724,10685,0,26724,2006,7
294,24829,6225,0,0,2006,7
290,26108,0,0,26108,2006,7
0,7100,0,0,0,2006,7
388,14731,25832,0,0,2006,7
388,15095,17877,0,15095,2006,7
0,490,0,0,0,2006,7
272,20448,0,0,0,2006,7
271,20576,0,0,20576,2006,7
0,2329,0,0,0,2006,7
302,17710,1616,0,0,2006,7
303,16863,1395,0,16863,2006,7
57,3642,0,0,0,2006,7
56,3741,0,0,3741,2006,7
0,1145,0,0,0,2006,7
428,19166,29086,698,0,2006,7
434,20007,6968,420,20007,2006,7
0,1930,58,0,0,2006,7
252,29200,0,0,0,2006,7
249,29751,57,0,29751,2006,7
0,3266,0,0,0,2006,7
563,48426,9085,287,0,2006,7
566,47749,7571,0,47749,2006,7
369,36340,398,0,0,2006,7
367,37197,0,0,37197,2006,7
0,5230,0,0,0,2006,7
9697,731744,7570382,524533,0,2006,8
9653,716124,5593034,620923,716124,2006,8
0,1338,1707384,50,0,2006,8
855,98549,726002,1345,0,2006,8
895,89239,751670,0,89239,2006,8
0,3141,66905,49,0,2006,8
538,23488,38317,0,0,2006,8
538,23881,12381,0,23881,2006,8
0,37,0,0,0,2006,8
280,24894,19,0,0,2006,8
281,24755,14,0,24755,2006,8
0,7490,0,0,0,2006,8
387,14073,25031,40,0,2006,8
387,14361,13432,0,14361,2006,8
0,392,0,0,0,2006,8
236,17780,0,0,0,2006,8
238,18121,0,0,18121,2006,8
0,3115,0,0,0,2006,8
307,16336,861,0,0,2006,8
308,17180,1927,11,17180,2006,8
60,3174,0,0,0,2006,8
59,3583,0,0,3583,2006,8
0,998,0,0,0,2006,8
427,18533,21677,873,0,2006,8
430,18244,12387,2,18244,2006,8
0,2203,90,5,0,2006,8
222,26539,0,0,0,2006,8
222,26408,0,0,26408,2006,8
0,3680,0,0,0,2006,8
572,49489,8814,215,0,2006,8
572,51547,4994,0,51547,2006,8
342,37654,1400,0,0,2006,8
343,39314,150,0,39314,2006,8
0,5869,0,0,0,2006,8
9782,760837,8860839,569559,0,2006,9
9713,736230,6131657,602509,736230,2006,9
0,1129,2250089,363,0,2006,9
719,72570,895697,2724,0,2006,9
787,62178,748791,177,62178,2006,9
0,2060,55669,0,0,2006,9
558,28961,34236,0,0,2006,9
563,27982,14322,0,27982,2006,9
0,56,0,0,0,2006,9
275,22302,250,0,0,2006,9
273,18373,174,0,18373,2006,9
0,6273,0,0,0,2006,9
407,16390,25587,0,0,2006,9
412,16412,22001,0,16412,2006,9
0,539,0,0,0,2006,9
230,14648,157,0,0,2006,9
221,14131,0,0,14131,2006,9
0,2877,0,0,0,2006,9
289,15756,1679,0,0,2006,9
294,15867,2550,0,15867,2006,9
0,282,0,0,0,2006,9
46,3178,0,0,0,2006,9
42,2026,0,0,2026,2006,9
0,1050,0,0,0,2006,9
411,20914,22840,480,0,2006,9
410,20870,7346,35,20870,2006,9
0,1998,102,0,0,2006,9
226,24199,0,0,0,2006,9
228,19884,234,0,19884,2006,9
0,2839,0,0,0,2006,9
557,48172,8728,132,0,2006,9
556,47632,4522,0,47632,2006,9
0,144,0,0,0,2006,9
339,33249,0,0,0,2006,9
339,31772,0,0,31772,2006,9
0,5643,209,0,0,2006,9
9938,704693,9164205,570060,0,2006,10
9881,729573,6158049,679458,729573,2006,10
0,2074,2006315,119,0,2006,10
460,40385,876725,5381,0,2006,10
513,33229,802370,260,33229,2006,10
0,1095,55820,0,0,2006,10
573,27489,48282,0,0,2006,10
573,28650,19737,0,28650,2006,10
0,2,0,0,0,2006,10
99,7159,0,0,0,2006,10
98,4759,67,0,4759,2006,10
0,1970,0,0,0,2006,10
384,14260,28168,0,0,2006,10
385,14924,23977,1,14924,2006,10
0,541,0,0,0,2006,10
121,7390,150,0,0,2006,10
122,6235,0,0,6235,2006,10
0,1232,0,0,0,2006,10
298,14873,1673,0,0,2006,10
297,15445,1909,0,15445,2006,10
0,255,0,0,0,2006,10
21,386,0,0,0,2006,10
22,85,0,0,85,2006,10
0,345,0,0,0,2006,10
421,19164,18511,1036,0,2006,10
422,19073,10913,44,19073,2006,10
0,1973,20,0,0,2006,10
93,8699,0,0,0,2006,10
91,6593,234,0,6593,2006,10
0,516,334,0,0,2006,10
574,43915,7609,107,0,2006,10
574,45935,5048,0,45935,2006,10
122,11291,4810,0,0,2006,10
122,8857,605,0,8857,2006,10
0,2060,0,0,0,2006,10
9264,626675,9060034,501577,0,2006,11
9215,611077,6037915,704623,611077,2006,11
0,1191,2361056,1,0,2006,11
251,11928,995773,764,0,2006,11
298,8851,912377,0,8851,2006,11
0,446,47675,176,0,2006,11
558,25242,52337,0,0,2006,11
555,24979,10000,0,24979,2006,11
56,2732,665,0,0,2006,11
57,2761,0,0,2761,2006,11
0,961,0,0,0,2006,11
412,14041,27112,75,0,2006,11
385,13593,23508,0,13593,2006,11
0,580,0,0,0,2006,11
54,2138,72,0,0,2006,11
81,1316,0,0,1316,2006,11
0,120,0,0,0,2006,11
266,13256,1462,0,0,2006,11
266,13454,1521,0,13454,2006,11
6,49,0,0,0,2006,11
5,12,0,0,12,2006,11
396,16769,21424,4398,0,2006,11
396,16596,10195,15,16596,2006,11
0,1747,298,0,0,2006,11
47,3445,55,0,0,2006,11
48,3250,11723,0,3250,2006,11
0,696,0,0,0,2006,11
571,44779,9238,220,0,2006,11
569,42723,8313,0,42723,2006,11
0,49,0,0,0,2006,11
46,3733,0,0,0,2006,11
48,2666,0,0,2666,2006,11
0,869,0,0,0,2006,11
8843,601417,8187818,435419,0,2006,12
8773,608963,5631272,883010,608963,2006,12
0,907,2015134,80,0,2006,12
327,15864,701191,445,0,2006,12
367,15641,790515,0,15641,2006,12
0,343,37328,0,0,2006,12
486,23597,44797,0,0,2006,12
488,21958,10223,0,21958,2006,12
47,2620,1306,0,0,2006,12
49,2742,2419,0,2742,2006,12
0,904,0,0,0,2006,12
391,20870,21487,0,0,2006,12
393,16618,17827,0,16618,2006,12
0,362,0,0,0,2006,12
121,13552,0,0,0,2006,12
117,7142,0,0,7142,2006,12
285,17790,2439,0,0,2006,12
286,15356,1995,0,15356,2006,12
9,21,0,0,0,2006,12
10,20,0,0,20,2006,12
357,14405,22917,6073,0,2006,12
354,12976,7424,2,12976,2006,12
0,1475,20,0,0,2006,12
43,2672,350,0,0,2006,12
47,2832,0,0,2832,2006,12
0,458,0,0,0,2006,12
708,66574,8969,28,0,2006,12
710,55835,5108,0,55835,2006,12
0,185,0,0,0,2006,12
192,25171,3240,0,0,2006,12
190,15779,5500,0,15779,2006,12
0,805,0,0,0,2006,12
9062,551538,7395824,546295,0,2007,1
9060,570096,4875941,626443,570096,2007,1
0,1171,1822998,709,0,2007,1
289,11045,696361,253,0,2007,1
318,11475,726295,0,11475,2007,1
0,2115,105355,0,0,2007,1
528,20987,44697,0,0,2007,1
520,22948,11098,0,22948,2007,1
0,8,0,0,0,2007,1
40,2620,1301,0,0,2007,1
45,2611,180,0,2611,2007,1
0,505,0,0,0,2007,1
470,23560,18270,0,0,2007,1
481,26095,20252,0,26095,2007,1
0,401,0,0,0,2007,1
254,27672,450,0,0,2007,1
244,25897,750,0,25897,2007,1
311,16966,1756,0,0,2007,1
310,18831,2412,0,18831,2007,1
11,81,0,0,0,2007,1
10,64,0,0,64,2007,1
381,14476,30956,5661,0,2007,1
375,14776,10153,66,14776,2007,1
0,1828,95,0,0,2007,1
41,2968,0,0,0,2007,1
44,3091,0,110,3091,2007,1
0,447,0,0,0,2007,1
798,60503,9777,169,0,2007,1
786,67871,6778,0,67871,2007,1
0,89,0,0,0,2007,1
416,47284,0,0,0,2007,1
428,47630,356,0,47630,2007,1
0,971,0,0,0,2007,1
8533,554580,7585861,499844,0,2007,2
8502,555513,5044060,543848,555513,2007,2
0,713,1512936,47,0,2007,2
252,8908,636879,738,0,2007,2
287,9675,818750,337,9675,2007,2
0,1011,57963,0,0,2007,2
525,22653,44096,0,0,2007,2
525,23007,10695,0,23007,2007,2
45,3216,1212,0,0,2007,2
45,3453,0,0,3453,2007,2
0,530,0,0,0,2007,2
466,26180,18172,0,0,2007,2
472,26057,20506,0,26057,2007,2
0,450,0,0,0,2007,2
228,28898,0,0,0,2007,2
221,28304,0,0,28304,2007,2
307,18809,1158,0,0,2007,2
307,18086,2255,0,18086,2007,2
10,186,0,0,0,2007,2
11,204,0,0,204,2007,2
381,15468,22476,5904,0,2007,2
382,15181,13122,27,15181,2007,2
0,1678,258,0,0,2007,2
33,2963,25,0,0,2007,2
34,3129,0,0,3129,2007,2
0,110,0,0,0,2007,2
757,68143,9414,1,0,2007,2
754,67917,7682,0,67917,2007,2
0,120,0,0,0,2007,2
356,48607,0,0,0,2007,2
359,48079,0,0,48079,2007,2
0,1096,0,0,0,2007,2
9804,693854,9255777,499048,0,2007,3
9749,690654,6317466,614549,690654,2007,3
0,1178,2092382,49,0,2007,3
277,11787,757382,465,0,2007,3
320,13726,779345,0,13726,2007,3
0,652,10510,0,0,2007,3
590,27614,39399,0,0,2007,3
592,27516,15428,0,27516,2007,3
0,65,0,0,0,2007,3
66,5171,0,0,0,2007,3
66,5366,0,0,5366,2007,3
0,810,0,0,0,2007,3
479,25459,20739,0,0,2007,3
479,26817,30396,0,26817,2007,3
0,445,0,0,0,2007,3
243,25710,0,0,0,2007,3
241,29767,0,0,29767,2007,3
0,170,0,0,0,2007,3
340,19958,755,0,0,2007,3
338,20930,1552,0,20930,2007,3
24,544,0,0,0,2007,3
26,680,0,0,680,2007,3
0,153,0,0,0,2007,3
431,17377,16487,6057,0,2007,3
427,18116,9466,107,18116,2007,3
0,2027,44,0,0,2007,3
63,5010,110,0,0,2007,3
68,5626,0,0,5626,2007,3
0,691,0,0,0,2007,3
808,70236,7603,0,0,2007,3
807,72771,6942,0,72771,2007,3
296,33025,0,0,0,2007,3
296,41822,55,0,41822,2007,3
0,948,0,0,0,2007,3
9900,745246,8971570,525006,0,2007,4
9863,732365,5477110,476169,732365,2007,4
0,1238,1594076,213,0,2007,4
335,22804,756010,998,0,2007,4
382,24904,780728,778,24904,2007,4
0,786,44465,0,0,2007,4
557,27424,27365,0,0,2007,4
555,27227,8629,0,27227,2007,4
0,22,0,0,0,2007,4
85,6449,0,0,0,2007,4
85,7085,0,0,7085,2007,4
0,1724,0,0,0,2007,4
375,14641,19870,15,0,2007,4
376,16323,14574,0,16323,2007,4
0,324,0,0,0,2007,4
105,5547,0,0,0,2007,4
102,10615,0,0,10615,2007,4
0,191,0,0,0,2007,4
315,15850,790,0,0,2007,4
315,16153,2691,0,16153,2007,4
15,371,0,0,0,2007,4
15,314,0,0,314,2007,4
0,73,0,0,0,2007,4
426,18569,12730,4606,0,2007,4
425,18394,10037,43,18394,2007,4
0,1585,25,40,0,2007,4
106,8834,55,0,0,2007,4
104,10468,160,160,10468,2007,4
0,1628,0,0,0,2007,4
644,49538,6233,0,0,2007,4
646,54617,7785,0,54617,2007,4
96,7255,0,0,0,2007,4
95,10188,0,0,10188,2007,4
0,928,0,0,0,2007,4
10613,780098,8966725,513099,0,2007,5
10559,782809,5422402,488212,782809,2007,5
0,917,1984850,142,0,2007,5
447,29079,719063,1058,0,2007,5
502,31480,783255,200,31480,2007,5
0,988,11625,0,0,2007,5
618,30835,21151,0,0,2007,5
616,30413,7002,0,30413,2007,5
0,2,0,0,0,2007,5
143,9197,244,0,0,2007,5
143,10660,28,0,10660,2007,5
0,2029,0,0,0,2007,5
386,13501,24880,20,0,2007,5
388,13327,15960,0,13327,2007,5
0,394,0,0,0,2007,5
150,8742,31,0,0,2007,5
147,10234,0,0,10234,2007,5
0,1073,0,0,0,2007,5
332,18542,1427,0,0,2007,5
333,17227,1232,0,17227,2007,5
35,881,0,0,0,2007,5
34,1253,0,0,1253,2007,5
0,552,0,0,0,2007,5
430,19316,13782,4332,0,2007,5
432,18753,9167,14,18753,2007,5
0,1660,0,0,0,2007,5
148,12163,0,0,0,2007,5
149,14197,255535,110,14197,2007,5
0,902,0,0,0,2007,5
544,41071,6755,0,0,2007,5
546,39311,6630,0,39311,2007,5
219,18917,0,0,0,2007,5
217,21802,0,0,21802,2007,5
0,2740,0,0,0,2007,5
10498,792607,8861767,485819,0,2007,6
10443,817572,6254459,498630,817572,2007,6
0,1195,2006782,682,0,2007,6
559,44040,646419,434,0,2007,6
613,57953,610447,0,57953,2007,6
0,2036,5750,0,0,2007,6
640,29201,24149,0,0,2007,6
643,28884,4668,0,28884,2007,6
0,584,0,0,0,2007,6
259,16483,190,0,0,2007,6
260,19432,0,0,19432,2007,6
0,6106,0,250,0,2007,6
383,14429,24128,0,0,2007,6
389,14051,14310,0,14051,2007,6
0,318,0,0,0,2007,6
248,17576,0,0,0,2007,6
236,17338,0,0,17338,2007,6
0,2557,0,0,0,2007,6
328,18819,393,0,0,2007,6
328,17516,2334,0,17516,2007,6
73,3126,0,0,0,2007,6
72,3313,0,0,3313,2007,6
0,1248,0,0,0,2007,6
476,20716,15083,5079,0,2007,6
472,20180,7185,6,20180,2007,6
0,2125,63,0,0,2007,6
238,20474,0,25,0,2007,6
241,22432,69866,270,22432,2007,6
0,3813,0,0,0,2007,6
598,44048,7074,0,0,2007,6
603,42687,10828,0,42687,2007,6
370,39007,0,0,0,2007,6
365,37231,1222,0,37231,2007,6
0,5396,0,0,0,2007,6
10876,838085,8192017,490770,0,2007,7
10850,879152,6029601,485946,879152,2007,7
0,2670,2080929,915,0,2007,7
623,66056,662634,2813,0,2007,7
650,65632,762176,360,65632,2007,7
0,1877,25146,0,0,2007,7
656,29262,25229,0,0,2007,7
656,31156,3256,0,31156,2007,7
263,22177,48,0,0,2007,7
261,22922,0,0,22922,2007,7
0,4522,0,0,0,2007,7
376,13478,24498,0,0,2007,7
374,13898,16667,0,13898,2007,7
0,359,0,0,0,2007,7
226,17534,0,0,0,2007,7
233,17326,0,0,17326,2007,7
0,2663,0,0,0,2007,7
340,21489,840,0,0,2007,7
340,20176,1633,0,20176,2007,7
0,103,0,0,0,2007,7
73,3590,0,0,0,2007,7
75,3559,0,0,3559,2007,7
0,1324,0,0,0,2007,7
542,20923,12082,4933,0,2007,7
540,21562,11834,58,21562,2007,7
0,1874,0,0,0,2007,7
238,23655,65318,0,0,2007,7
240,25051,171610,160,25051,2007,7
0,2908,0,0,0,2007,7
629,47782,9959,0,0,2007,7
627,47392,6904,0,47392,2007,7
0,46,0,0,0,2007,7
313,33898,0,0,0,2007,7
315,34975,521,0,34975,2007,7
0,5941,0,0,0,2007,7
10730,855004,8513283,624977,0,2007,8
10676,827476,5544523,491785,827476,2007,8
0,2195,1655682,569,0,2007,8
615,68793,623854,1654,0,2007,8
668,58380,626427,0,58380,2007,8
0,2387,28994,0,0,2007,8
610,28422,20841,0,0,2007,8
611,28354,3860,0,28354,2007,8
259,22802,2558,0,0,2007,8
257,22613,148,0,22613,2007,8
0,5683,0,0,0,2007,8
370,13749,23893,0,0,2007,8
374,14090,14924,0,14090,2007,8
0,250,0,0,0,2007,8
218,16372,0,0,0,2007,8
215,16187,0,0,16187,2007,8
0,4231,0,0,0,2007,8
320,19285,1557,0,0,2007,8
320,20420,1803,0,20420,2007,8
64,3950,0,0,0,2007,8
64,3942,77,0,3942,2007,8
0,1039,0,0,0,2007,8
525,20063,15197,4026,0,2007,8
526,19808,7412,26,19808,2007,8
0,2168,5,0,0,2007,8
232,25987,59692,0,0,2007,8
235,25468,70144,0,25468,2007,8
0,3138,160,0,0,2007,8
622,48862,9039,0,0,2007,8
623,50400,8850,0,50400,2007,8
324,37430,0,0,0,2007,8
323,38873,0,0,38873,2007,8
0,5183,0,0,0,2007,8
10584,865140,9495492,598442,0,2007,9
10535,843197,5912126,500173,843197,2007,9
0,2101,1637722,119,0,2007,9
538,52133,644906,1395,0,2007,9
595,43620,611815,0,43620,2007,9
0,2329,1993,0,0,2007,9
655,32623,21552,0,0,2007,9
655,31637,2732,0,31637,2007,9
247,19620,70,0,0,2007,9
248,15833,11866,0,15833,2007,9
0,4641,0,0,0,2007,9
387,16218,26025,0,0,2007,9
390,16502,18154,0,16502,2007,9
0,397,0,0,0,2007,9
204,12706,0,0,0,2007,9
200,12254,0,0,12254,2007,9
0,3460,0,0,0,2007,9
304,18442,903,0,0,2007,9
304,18475,2407,0,18475,2007,9
68,3390,0,0,0,2007,9
68,2711,0,0,2711,2007,9
0,747,0,0,0,2007,9
496,22216,8588,4758,0,2007,9
496,21459,6349,46,21459,2007,9
0,2074,91,0,0,2007,9
207,21065,58508,0,0,2007,9
204,17180,66609,280,17180,2007,9
0,3470,0,0,0,2007,9
581,44741,9409,0,0,2007,9
583,44138,6008,0,44138,2007,9
0,121,0,0,0,2007,9
315,30793,0,0,0,2007,9
313,29677,0,0,29677,2007,9
0,5517,0,0,0,2007,9
11015,823409,10690173,607689,0,2007,10
10950,848887,5896666,556652,848887,2007,10
0,1081,1634825,77,0,2007,10
378,27348,741841,979,0,2007,10
429,22349,710481,0,22349,2007,10
0,1599,2150,0,0,2007,10
677,30410,20798,0,0,2007,10
676,31539,3386,0,31539,2007,10
104,6427,6437,0,0,2007,10
105,4665,0,0,4665,2007,10
0,1535,0,0,0,2007,10
449,21742,22530,0,0,2007,10
454,22841,18968,0,22841,2007,10
0,356,0,0,0,2007,10
90,5929,0,0,0,2007,10
86,4744,0,0,4744,2007,10
0,1385,0,0,0,2007,10
317,16584,1108,0,0,2007,10
317,17593,1169,0,17593,2007,10
0,112,0,0,0,2007,10
37,276,0,0,0,2007,10
36,54,0,0,54,2007,10
0,68,0,0,0,2007,10
529,20596,8737,5971,0,2007,10
533,21614,8724,51,21614,2007,10
0,1961,0,0,0,2007,10
119,7749,65790,25,0,2007,10
111,5413,79074,110,5413,2007,10
0,2109,0,0,0,2007,10
607,39815,8459,0,0,2007,10
608,42260,7560,0,42260,2007,10
0,1,0,0,0,2007,10
141,13859,0,0,0,2007,10
141,11186,0,0,11186,2007,10
0,3046,0,0,0,2007,10
10654,762832,10381448,560391,0,2007,11
10620,739019,5820613,623285,739019,2007,11
0,1242,1555462,269,0,2007,11
286,16672,768009,752,0,2007,11
323,13675,706354,974,13675,2007,11
0,1157,0,0,0,2007,11
668,29803,22548,0,0,2007,11
670,30023,2417,0,30023,2007,11
0,288,0,0,0,2007,11
58,4364,196,0,0,2007,11
56,4056,54,0,4056,2007,11
0,616,0,0,0,2007,11
457,23286,23060,0,0,2007,11
455,23731,18000,0,23731,2007,11
0,325,0,0,0,2007,11
42,1867,0,0,0,2007,11
43,1311,0,0,1311,2007,11
0,125,0,0,0,2007,11
309,14712,1492,0,0,2007,11
311,14534,848,0,14534,2007,11
11,24,0,0,0,2007,11
10,29,0,0,29,2007,11
522,18433,63738,6074,0,2007,11
524,18205,86438,4,18205,2007,11
0,1658,20,0,0,2007,11
67,5404,0,0,0,2007,11
65,6065,933,0,6065,2007,11
0,702,0,0,0,2007,11
609,41247,7101,0,0,2007,11
609,38634,6342,0,38634,2007,11
68,6434,0,0,0,2007,11
65,5698,0,0,5698,2007,11
0,439,0,0,0,2007,11
10161,714523,8504251,612133,0,2007,12
10082,713190,5604092,750433,713190,2007,12
0,1945,1867461,200,0,2007,12
308,15805,591293,541,0,2007,12
354,15090,615273,113,15090,2007,12
0,844,9144,0,0,2007,12
579,26966,21670,0,0,2007,12
581,25663,1742,0,25663,2007,12
55,2989,815,0,0,2007,12
57,3294,0,0,3294,2007,12
0,552,0,0,0,2007,12
496,31996,21469,0,0,2007,12
503,25924,11797,0,25924,2007,12
0,217,0,0,0,2007,12
100,12526,0,0,0,2007,12
91,6788,0,0,6788,2007,12
308,18086,773,0,0,2007,12
307,14631,1540,0,14631,2007,12
19,39,0,0,0,2007,12
20,33,0,0,33,2007,12
454,15995,65647,6397,0,2007,12
452,15210,74920,16,15210,2007,12
0,1480,0,0,0,2007,12
57,4633,0,0,0,2007,12
61,3683,1020,0,3683,2007,12
0,964,0,0,0,2007,12
662,58159,7362,922,0,2007,12
660,48324,5951,0,48324,2007,12
186,24296,2750,0,0,2007,12
190,14926,3500,0,14926,2007,12
0,504,0,0,0,2007,12
10150,634355,8371933,632831,0,2008,1
10138,656519,4839710,605299,656519,2008,1
0,1967,1705042,579,0,2008,1
276,9673,640041,1390,0,2008,1
322,9616,596102,0,9616,2008,1
0,956,0,0,0,2008,1
659,24847,23415,0,0,2008,1
654,27089,3342,0,27089,2008,1
0,137,0,0,0,2008,1
49,3678,0,0,0,2008,1
50,3436,0,0,3436,2008,1
0,171,0,0,0,2008,1
628,39093,18113,0,0,2008,1
640,41356,15200,0,41356,2008,1
0,295,0,0,0,2008,1
241,24627,1,0,0,2008,1
231,23966,0,0,23966,2008,1
325,16435,1138,0,0,2008,1
328,18540,806,0,18540,2008,1
13,23,0,0,0,2008,1
9,28,0,0,28,2008,1
475,14978,10466,5662,0,2008,1
473,15914,6768,43,15914,2008,1
